Gene_Symbol	Gene_ID	Chr	Start	End	Strand	Biotype
HSPA8P11	ENSG00000248159	8	30237382	30240997	+	processed_pseudogene
TMEM69P1	ENSG00000270861	8	97853021	97853253	-	processed_pseudogene
MIR378D2HG	ENSG00000264448	8	93915734	93916682	-	lncRNA
RPL34P18	ENSG00000240509	8	93957338	93957691	-	processed_pseudogene
RALYL	ENSG00000184672	8	84182787	84921844	+	protein_coding
UFM1P3	ENSG00000253299	8	100165226	100165478	-	processed_pseudogene
CYP4F44P	ENSG00000253748	8	43539973	43540927	+	unprocessed_pseudogene
KCNV1	ENSG00000164794	8	109963636	109975771	-	protein_coding
MTCYBP20	ENSG00000254118	8	46837578	46838706	-	processed_pseudogene
BRIX1P1	ENSG00000254025	8	51435602	51436509	+	processed_pseudogene
RPL10AP3	ENSG00000215264	8	34322992	34323642	-	processed_pseudogene
RPL7L1P17	ENSG00000255361	8	42725547	42726228	-	processed_pseudogene
CHRNB3	ENSG00000147432	8	42697366	42737407	+	protein_coding
MTND2P38	ENSG00000253828	8	46827228	46827894	-	unprocessed_pseudogene
RPL30-AS1	ENSG00000245970	8	98041726	98044121	+	lncRNA
SRSF3P2	ENSG00000254079	8	95947781	95948233	-	processed_pseudogene
UBE2HP1	ENSG00000253677	8	81254870	81255229	+	processed_pseudogene
TSPYL5	ENSG00000180543	8	97273488	97277928	-	protein_coding
KCNS2	ENSG00000156486	8	98426958	98432853	+	protein_coding
MTCO2P4	ENSG00000253977	8	103091263	103091509	+	processed_pseudogene
KCNB2-AS1	ENSG00000253784	8	72874859	72881740	-	lncRNA
TRPS1-AS1	ENSG00000227170	8	115509602	115511325	+	lncRNA
BTF3P1	ENSG00000254225	8	51721670	51722164	-	processed_pseudogene
NPM1P52	ENSG00000253663	8	103016744	103017589	+	processed_pseudogene
RPL30P10	ENSG00000243050	8	57392546	57392882	+	processed_pseudogene
RPS26P6	ENSG00000212994	8	100895771	100896118	+	processed_pseudogene
SUMO2P18	ENSG00000253639	8	97858049	97858947	-	processed_pseudogene
NASPP1	ENSG00000255397	8	60937705	60939871	-	processed_pseudogene
SDCBPP2	ENSG00000247570	8	69942948	69944648	+	processed_pseudogene
SNAI2	ENSG00000019549	8	48917598	48921740	-	protein_coding
RPS12P15	ENSG00000240724	8	102503753	102504137	+	processed_pseudogene
RPL31P41	ENSG00000239261	8	65155407	65155778	+	processed_pseudogene
RPSAP48	ENSG00000240590	8	110105076	110105964	-	processed_pseudogene
MTND1P5	ENSG00000253795	8	103085651	103086590	+	processed_pseudogene
NRBF2P4	ENSG00000253228	8	107983116	107983965	+	processed_pseudogene
SUMO2P20	ENSG00000253721	8	69987415	69987697	-	processed_pseudogene
FER1L6-AS1	ENSG00000181171	8	123984138	124040782	-	lncRNA
MRPS36P3	ENSG00000253814	8	122091480	122091609	+	processed_pseudogene
FBXO43	ENSG00000156509	8	100133351	100145817	-	protein_coding
SUMO2P19	ENSG00000253328	8	102242040	102242619	-	unprocessed_pseudogene
LINC01181	ENSG00000250929	8	103121032	103132966	+	lncRNA
EEF1A1P37	ENSG00000254124	8	111225585	111227049	+	processed_pseudogene
NDUFS5P6	ENSG00000255531	8	67849044	67849338	+	processed_pseudogene
MTND1P7	ENSG00000282321	8	46828117	46828413	-	unprocessed_pseudogene
NCALD	ENSG00000104490	8	101686542	102124907	-	protein_coding
ARF1P3	ENSG00000253885	8	124151923	124152433	+	processed_pseudogene
SLEAR	ENSG00000248599	8	101034868	101076407	+	lncRNA
RPL29P18	ENSG00000240271	8	105011107	105011568	+	processed_pseudogene
CYCSP23	ENSG00000253495	8	119618162	119618474	-	processed_pseudogene
ODF1	ENSG00000155087	8	102551589	102561018	+	protein_coding
RPL17P31	ENSG00000241961	8	67406515	67407072	+	processed_pseudogene
NDUFA5P2	ENSG00000253454	8	104566086	104566429	+	processed_pseudogene
RPS10P16	ENSG00000239917	8	117523271	117524061	-	unprocessed_pseudogene
LINC03084	ENSG00000254041	8	105142860	105188606	-	lncRNA
RPS20P20	ENSG00000241942	8	71895991	71896330	+	processed_pseudogene
SNTB1-AS1	ENSG00000272502	8	120812219	120813359	+	lncRNA
MTCO1P4	ENSG00000253556	8	103088796	103090671	+	processed_pseudogene
PDCL3P2	ENSG00000282989	8	101871830	101872549	-	processed_pseudogene
RPL30P16	ENSG00000230169	8	112538889	112539317	+	processed_pseudogene
H2AZP2	ENSG00000253173	8	70103798	70104179	-	processed_pseudogene
TRMT10BP1	ENSG00000253580	8	108652373	108653315	+	processed_pseudogene
PRXL2AP2	ENSG00000254213	8	73277364	73278046	-	processed_pseudogene
NACAP10	ENSG00000254253	8	67569416	67570078	+	processed_pseudogene
PPIAP86	ENSG00000213873	8	65377592	65378111	+	processed_pseudogene
SOD1P3	ENSG00000253651	8	125951861	125952314	-	processed_pseudogene
TRAPPC2P2	ENSG00000253124	8	71448811	71449219	-	processed_pseudogene
ATP5PFP3	ENSG00000254112	8	98633547	98633865	+	processed_pseudogene
PGAM1P13	ENSG00000248838	8	107647279	107648032	+	processed_pseudogene
BHLHE22	ENSG00000180828	8	64580365	64583627	+	protein_coding
NDUFB9P3	ENSG00000253994	8	110809394	110809894	-	processed_pseudogene
KCNB2	ENSG00000182674	8	72537225	72938349	+	protein_coding
BTF3P12	ENSG00000213003	8	70273369	70273837	+	processed_pseudogene
TMCC1P1	ENSG00000253318	8	105194990	105196969	-	processed_pseudogene
RPS26P35	ENSG00000242206	8	118761856	118762201	-	processed_pseudogene
PTCSC1	ENSG00000287736	8	133054959	133057767	+	lncRNA
RPL36AP31	ENSG00000227753	8	86016819	86017126	+	processed_pseudogene
CARS1P2	ENSG00000253756	8	114791653	114791929	-	processed_pseudogene
RPSAP74	ENSG00000253621	8	89243401	89243793	-	processed_pseudogene
LINC01299	ENSG00000254081	8	65526738	65562781	-	lncRNA
PKHD1L1	ENSG00000205038	8	109362461	109537207	+	protein_coding
KRT8P4	ENSG00000248231	8	89412621	89415071	-	processed_pseudogene
RPL32P4	ENSG00000243761	8	86043102	86043507	+	processed_pseudogene
LY6D	ENSG00000167656	8	142784882	142786539	-	protein_coding
TG	ENSG00000042832	8	132866958	133134903	+	protein_coding
GML	ENSG00000104499	8	142834247	142916506	+	protein_coding
TMX1P2	ENSG00000271113	8	69794062	69794734	+	processed_pseudogene
H2AZP7	ENSG00000253156	8	111621458	111621797	-	processed_pseudogene
LYPD2	ENSG00000197353	8	142750150	142752532	-	protein_coding
ZNHIT1P1	ENSG00000253421	8	142858354	142858797	+	processed_pseudogene
RPL21P78	ENSG00000240237	8	133002605	133003075	-	processed_pseudogene
SLURP1	ENSG00000126233	8	142740949	142742406	-	protein_coding
LYNX1-SLURP2	ENSG00000284505	8	142764334	142778224	-	protein_coding
MAPK6P1	ENSG00000206144	8	53537060	53540300	+	processed_pseudogene
KNOP1P5	ENSG00000250563	8	126072587	126074231	+	processed_pseudogene
CSMD3	ENSG00000164796	8	112222928	113436939	-	protein_coding
SNTB1	ENSG00000172164	8	120535745	120813273	-	protein_coding
DNAJC8P3	ENSG00000254183	8	141968091	141968841	-	processed_pseudogene
RFPL4AP5	ENSG00000248720	8	126174186	126175014	-	processed_pseudogene
NCAPGP1	ENSG00000250290	8	120635558	120638204	-	processed_pseudogene
RPL21P79	ENSG00000240919	8	53532908	53533704	+	processed_pseudogene
RPL19P14	ENSG00000240870	8	98782055	98782628	+	processed_pseudogene
MTCO1P47	ENSG00000254241	8	110933263	110934533	-	processed_pseudogene
HAS2	ENSG00000170961	8	121612116	121641440	-	protein_coding
RPL35AP19	ENSG00000239872	8	121380137	121380465	-	processed_pseudogene
RN7SKP159	ENSG00000222589	8	5910945	5911236	-	misc_RNA
RN7SL318P	ENSG00000242079	8	5142411	5142707	-	misc_RNA
SNORA70	ENSG00000206661	8	5128279	5128412	-	snoRNA
RNA5SP251	ENSG00000222546	8	3700492	3700628	+	rRNA_pseudogene
RN7SL474P	ENSG00000264092	8	16863196	16863496	-	misc_RNA
RNU7-153P	ENSG00000252264	8	14319455	14319516	+	snRNA
Y_RNA	ENSG00000206950	8	14332555	14332663	+	misc_RNA
RNU6-397P	ENSG00000252035	8	14487776	14487879	-	snRNA
MIR383	ENSG00000199127	8	14853438	14853510	-	miRNA
RNU4-71P	ENSG00000252067	8	23600026	23600138	-	snRNA
MIR3148	ENSG00000264788	8	29957272	29957348	-	miRNA
RN7SL621P	ENSG00000240189	8	33580210	33580508	-	misc_RNA
RNU6-1218P	ENSG00000239175	8	30043801	30043908	-	snRNA
RNA5SP260	ENSG00000200719	8	29048494	29048604	-	rRNA_pseudogene
SNORA70	ENSG00000252505	8	33540040	33540137	+	snoRNA
MIR548H4	ENSG00000221616	8	27048853	27048963	-	miRNA
RNA5SP258	ENSG00000199620	8	26136880	26136998	+	rRNA_pseudogene
RN7SL457P	ENSG00000263794	8	33715784	33716070	+	misc_RNA
RNU6-528P	ENSG00000252735	8	33338867	33338966	+	snRNA
RNU6-533P	ENSG00000206871	8	36309584	36309690	-	snRNA
SNORD65B	ENSG00000238936	8	41426655	41426727	+	snoRNA
RNU6-295P	ENSG00000252710	8	48307927	48308030	-	snRNA
RN7SKP32	ENSG00000222099	8	47068021	47068323	-	misc_RNA
RNU6-356P	ENSG00000206867	8	41032892	41032998	+	snRNA
SNORD13	ENSG00000239039	8	33513475	33513578	+	snoRNA
RNA5SP531	ENSG00000277418	8	48316669	48316770	+	rRNA
RN7SKP294	ENSG00000199640	8	49330210	49330547	+	misc_RNA
MIR548AO	ENSG00000263372	8	41271048	41271143	-	miRNA
RNU6-895P	ENSG00000206852	8	41298163	41298265	+	snRNA
RNU6-819P	ENSG00000200986	8	47131781	47131887	-	snRNA
RNA5SP267	ENSG00000201763	8	59455885	59456010	+	rRNA_pseudogene
RNU6-596P	ENSG00000202265	8	57289552	57289649	+	snRNA
RNU6-13P	ENSG00000206975	8	56917084	56917190	+	snRNA
RN7SL675P	ENSG00000239580	8	69922751	69923047	-	misc_RNA
Y_RNA	ENSG00000252210	8	68223318	68223402	-	misc_RNA
RNU1-101P	ENSG00000212473	8	70077906	70078032	-	snRNA
Y_RNA	ENSG00000200714	8	65592731	65592820	+	misc_RNA
RNA5SP266	ENSG00000222205	8	57126655	57126762	-	rRNA_pseudogene
RN7SKP29	ENSG00000222889	8	69700224	69700495	+	misc_RNA
Metazoa_SRP	ENSG00000277740	8	69851148	69851436	-	misc_RNA
MIR124-2	ENSG00000207816	8	64379149	64379257	+	miRNA
RN7SL19P	ENSG00000243532	8	70654578	70654883	-	misc_RNA
RNU6-656P	ENSG00000252594	8	46831050	46831156	+	snRNA
RN7SL203P	ENSG00000275128	8	70480192	70480487	-	misc_RNA
Y_RNA	ENSG00000223220	8	70780914	70781008	-	misc_RNA
RNA5SP271	ENSG00000252509	8	72357728	72357815	+	rRNA_pseudogene
RNA5SP269	ENSG00000239184	8	68695643	68695779	+	rRNA_pseudogene
RNA5SP270	ENSG00000223293	8	69929905	69930022	+	rRNA_pseudogene
RNU2-54P	ENSG00000222231	8	76265543	76265732	-	snRNA
RNA5SP272	ENSG00000251904	8	88396437	88396547	-	rRNA_pseudogene
MIR8084	ENSG00000277063	8	93029751	93029839	+	miRNA
MIR5708	ENSG00000265588	8	80241389	80241473	+	miRNA
RNY3P14	ENSG00000207036	8	70357347	70357448	+	misc_RNA
RNU6-1040P	ENSG00000206701	8	84665759	84665865	-	snRNA
RNU6-690P	ENSG00000202112	8	95599114	95599219	+	snRNA
MIR378D2	ENSG00000284288	8	93916022	93916119	-	miRNA
RN7SL685P	ENSG00000242315	8	100957883	100958180	+	misc_RNA
RNU6-1220P	ENSG00000252935	8	78398515	78398622	-	snRNA
RNU6-703P	ENSG00000252755	8	98048856	98048962	+	snRNA
SNORD3H	ENSG00000207215	8	97358265	97358478	+	snoRNA
RNA5SP274	ENSG00000222416	8	93441277	93441384	+	rRNA_pseudogene
RNU6-748P	ENSG00000207378	8	98462944	98463050	-	snRNA
RN7SL41P	ENSG00000241550	8	80204606	80204902	+	misc_RNA
SNORA72	ENSG00000207067	8	98042086	98042217	-	snoRNA
Y_RNA	ENSG00000202310	8	100158868	100158975	+	misc_RNA
Y_RNA	ENSG00000199667	8	100185138	100185239	+	misc_RNA
SNORD77B	ENSG00000212414	8	100004583	100004649	+	snoRNA
RNU6ATAC8P	ENSG00000221387	8	102421197	102421322	+	snRNA
Y_RNA	ENSG00000202399	8	97772313	97772425	+	misc_RNA
RNU6-914P	ENSG00000252558	8	98192205	98192313	-	snRNA
RNU6-1224P	ENSG00000252593	8	102533241	102533339	-	snRNA
Y_RNA	ENSG00000206719	8	113950886	113950998	+	misc_RNA
MIR5680	ENSG00000266756	8	102125432	102125515	+	miRNA
Metazoa_SRP	ENSG00000275041	8	100897853	100898136	-	misc_RNA
RNA5SP275	ENSG00000200806	8	107884494	107884611	+	rRNA_pseudogene
RNA5SP276	ENSG00000199450	8	116022686	116022779	-	rRNA_pseudogene
RNU6-12P	ENSG00000207334	8	118976513	118976619	+	snRNA
RNU7-67P	ENSG00000239115	8	101307367	101307428	+	snRNA
RN7SL228P	ENSG00000244033	8	117017946	117018248	+	misc_RNA
RN7SL826P	ENSG00000240151	8	117163968	117164255	+	misc_RNA
MIR2053	ENSG00000238399	8	112643493	112643583	+	miRNA
MIR548AZ	ENSG00000276479	8	119325171	119325265	+	miRNA
SNORA72	ENSG00000252158	8	131432776	131432869	-	snoRNA
RNU4-83P	ENSG00000222795	8	100831728	100831860	-	snRNA
RNU4-37P	ENSG00000222146	8	112148742	112148825	-	snRNA
MIR7848	ENSG00000276961	8	133046481	133046581	-	miRNA
MIR3149	ENSG00000266712	8	76966768	76966850	-	miRNA
MIR1302-7	ENSG00000221768	8	141786242	141786313	-	miRNA
RNU6-442P	ENSG00000206695	8	125900951	125901054	+	snRNA
NPBWR1	ENSG00000288611	8	52939182	52943734	+	protein_coding
RNF5P1	ENSG00000253570	8	38600661	38601200	-	processed_pseudogene
Y_RNA	ENSG00000207258	8	38744020	38744131	+	misc_RNA
C8orf17	ENSG00000250733	8	139931172	139933942	+	TEC
MIR1205	ENSG00000221771	8	127960633	127960695	+	miRNA
RNVU1-32	ENSG00000207110	8	127999131	127999294	+	snRNA
MIR1206	ENSG00000283200	8	128008898	128008956	+	miRNA
RNU4-25P	ENSG00000222501	8	128010382	128010611	-	snRNA
MIR1207	ENSG00000221176	8	128049152	128049238	+	miRNA
LINC02912	ENSG00000280055	8	127946559	127948723	-	lncRNA
BLK-AS1	ENSG00000269954	8	11552488	11564694	-	lncRNA
LINC00208	ENSG00000170983	8	11576257	11582817	+	lncRNA
RNA5SP264	ENSG00000199985	8	36764445	36764551	+	rRNA_pseudogene
LINC02886	ENSG00000253712	8	75167704	75176656	-	lncRNA
HIGD1AP6	ENSG00000253229	8	75302296	75302574	+	processed_pseudogene
PKMP4	ENSG00000254023	8	75376709	75377014	+	processed_pseudogene
CCN4	ENSG00000104415	8	133191039	133231690	+	protein_coding
RPL32P20	ENSG00000243537	8	133325997	133326404	+	processed_pseudogene
DPPA3P7	ENSG00000253638	8	133392211	133392690	-	processed_pseudogene
Y_RNA	ENSG00000207417	8	74376687	74376793	+	misc_RNA
MIR5681A	ENSG00000266502	8	74548543	74548617	+	miRNA
MIR5681B	ENSG00000283505	8	74548550	74548609	-	miRNA
PCBP2P2	ENSG00000253341	8	74603244	74604244	-	processed_pseudogene
MIR2052	ENSG00000283188	8	74705693	74705747	+	miRNA
ABRAXAS1P2	ENSG00000253384	8	18088569	18089687	-	processed_pseudogene
MTND4LP26	ENSG00000254015	8	18200924	18201205	-	processed_pseudogene
XRCC6P4	ENSG00000253517	8	62855068	62857134	-	processed_pseudogene
SRPK2P	ENSG00000253431	8	62863082	62864181	-	processed_pseudogene
TARDBPP4	ENSG00000253555	8	63136223	63138084	-	unprocessed_pseudogene
RN7SL135P	ENSG00000241964	8	63234634	63234911	-	misc_RNA
PI15	ENSG00000137558	8	74824534	74855029	+	protein_coding
MIR6841	ENSG00000283327	8	24953796	24953867	-	miRNA
RN7SKP206	ENSG00000222755	8	129290983	129291275	+	misc_RNA
MIR3686	ENSG00000263763	8	129484057	129484142	-	miRNA
MTRF1LP2	ENSG00000224110	8	129728744	129730445	+	processed_pseudogene
MIR7112	ENSG00000284054	8	144262673	144262737	-	miRNA
MIR6848	ENSG00000284229	8	144317246	144317315	-	miRNA
SCRT1	ENSG00000261678	8	144330565	144336482	-	protein_coding
MIR939	ENSG00000284310	8	144394149	144394230	-	miRNA
MIR1234	ENSG00000284139	8	144400086	144400165	-	miRNA
MIR6849	ENSG00000283770	8	144400277	144400345	-	miRNA
SLC39A4	ENSG00000147804	8	144409742	144416844	-	protein_coding
NATP	ENSG00000253937	8	18370607	18371484	+	unprocessed_pseudogene
SLC45A4-AS1	ENSG00000254019	8	141254565	141256817	+	lncRNA
SLC45A4-AS2	ENSG00000254197	8	141278228	141292862	+	lncRNA
HNRNPA1P38	ENSG00000253605	8	141459075	141460031	+	processed_pseudogene
RN7SL798P	ENSG00000240905	8	55980240	55980540	-	misc_RNA
RN7SL323P	ENSG00000241997	8	56022019	56022313	-	misc_RNA
SNORD54	ENSG00000238650	8	56073835	56073901	-	snoRNA
NPM1P21	ENSG00000248578	8	56101199	56102267	-	processed_pseudogene
MOS	ENSG00000172680	8	56112942	56113982	-	protein_coding
NDRG1	ENSG00000104419	8	133237175	133302022	-	protein_coding
RNU1-124P	ENSG00000200731	8	43073474	43073618	+	snRNA
VN1R46P	ENSG00000253611	8	43219960	43220809	-	processed_pseudogene
AFG3L2P1	ENSG00000253606	8	43270198	43271960	-	processed_pseudogene
POTEA	ENSG00000188877	8	43292483	43363518	+	protein_coding
RNU6-104P	ENSG00000238509	8	43303376	43303482	+	snRNA
U3	ENSG00000201329	8	43378297	43378510	+	snoRNA
DLGAP2	ENSG00000198010	8	737628	1708476	+	protein_coding
FER1L6	ENSG00000214814	8	123851987	124120061	+	protein_coding
RNA5SP268	ENSG00000252637	8	67099302	67099425	+	rRNA_pseudogene
LINC02878	ENSG00000181097	8	143696154	143698413	+	lncRNA
CCDC166	ENSG00000255181	8	143706694	143708109	-	protein_coding
MIR4664	ENSG00000265660	8	143733083	143733153	-	miRNA
MIR937	ENSG00000284224	8	143812957	143813042	-	miRNA
MIR6845	ENSG00000284142	8	143837756	143837816	-	miRNA
EPPK1	ENSG00000261150	8	143857324	143878467	-	protein_coding
MIR661	ENSG00000207574	8	143945191	143945279	-	miRNA
SPATC1	ENSG00000186583	8	144012280	144047114	+	protein_coding
MIR6846	ENSG00000277888	8	144057321	144057380	-	miRNA
MIR6847	ENSG00000284200	8	144079874	144079942	+	miRNA
WDR97	ENSG00000179698	8	144107726	144118328	+	protein_coding
HGH1	ENSG00000235173	8	144137774	144140851	+	protein_coding
TSSK5P	ENSG00000227473	8	144141214	144143664	-	unitary_pseudogene
VCPIP1	ENSG00000175073	8	66628487	66667231	-	protein_coding
Y_RNA	ENSG00000201365	8	66653469	66653576	+	misc_RNA
C8orf44-SGK3	ENSG00000288602	8	66667596	66860472	+	protein_coding
PTTG3P	ENSG00000213005	8	66767400	66768005	-	processed_pseudogene
SNORD87	ENSG00000254341	8	66922467	66922555	-	snoRNA
TRHR	ENSG00000174417	8	109086585	109121565	+	protein_coding
ENY2	ENSG00000120533	8	109334324	109345954	+	protein_coding
MAPK6P5	ENSG00000254185	8	109470131	109471117	+	processed_pseudogene
GAPDHP62	ENSG00000251013	8	100550724	100551713	-	processed_pseudogene
RNU6-1092P	ENSG00000252764	8	100683488	100683574	+	snRNA
MIR7705	ENSG00000284570	8	100702968	100703024	-	miRNA
RNU6ATAC41P	ENSG00000221527	8	100739802	100739927	-	snRNA
Y_RNA	ENSG00000202001	8	100755099	100755195	-	misc_RNA
RPL5P23	ENSG00000240395	8	42341767	42342634	-	processed_pseudogene
AURKBP1	ENSG00000230948	8	108131100	108132114	-	processed_pseudogene
RPS17P14	ENSG00000243287	8	108378831	108379545	-	processed_pseudogene
KCNK9	ENSG00000169427	8	139600838	139704109	-	protein_coding
HTRA4	ENSG00000169495	8	38974228	38988663	+	protein_coding
SNORD38D	ENSG00000207199	8	39018615	39018683	-	snoRNA
RPL3P10	ENSG00000243095	8	39157538	39158701	-	processed_pseudogene
RNU6-285P	ENSG00000222488	8	73018945	73019044	-	snRNA
RPL17P30	ENSG00000244235	8	42101318	42101836	+	processed_pseudogene
DKK4	ENSG00000104371	8	42374063	42377229	-	protein_coding
TRMT12	ENSG00000183665	8	124450820	124462150	+	protein_coding
MIR6844	ENSG00000284087	8	124508515	124508576	-	miRNA
MIR4662B	ENSG00000263735	8	124821978	124822058	-	miRNA
MIR4662A	ENSG00000283609	8	124821985	124822051	+	miRNA
