Gene_Symbol	Gene_ID	Chr	Start	End	Strand	Biotype
RNA5SP293	ENSG00000222459	9	107918866	107918978	-	rRNA_pseudogene
MIR3927	ENSG00000263861	9	109511475	109511545	-	miRNA
RNU6-432P	ENSG00000206923	9	110903337	110903445	+	snRNA
RNY4P18	ENSG00000212409	9	111097325	111097413	-	misc_RNA
Y_RNA	ENSG00000207401	9	110934406	110934507	+	misc_RNA
U2	ENSG00000274755	9	115734392	115734491	+	snRNA
RNA5SP294	ENSG00000223238	9	111411644	111411742	-	rRNA_pseudogene
MIR147A	ENSG00000207814	9	120244979	120245050	-	miRNA
RNU4-82P	ENSG00000199313	9	124887410	124887549	-	snRNA
RN7SL302P	ENSG00000241246	9	124607159	124607458	+	misc_RNA
MIR455	ENSG00000207726	9	114209434	114209529	+	miRNA
MIR181A2	ENSG00000207595	9	124692442	124692551	+	miRNA
MIR181B2	ENSG00000207737	9	124693710	124693798	+	miRNA
NRON	ENSG00000253079	9	126408041	126408410	-	misc_RNA
SNORD116	ENSG00000252985	9	126426893	126426970	+	snoRNA
RN7SL30P	ENSG00000243845	9	125512902	125513207	-	misc_RNA
MIR4669	ENSG00000263897	9	134379411	134379472	+	miRNA
SNORA65	ENSG00000201302	9	127448501	127448630	-	snoRNA
Y_RNA	ENSG00000200788	9	127470875	127470987	+	misc_RNA
MIR3911	ENSG00000283874	9	127690687	127690795	-	miRNA
CFAP157	ENSG00000160401	9	127706988	127716002	+	protein_coding
CDK9	ENSG00000136807	9	127785679	127790792	+	protein_coding
MIR3960	ENSG00000283863	9	127785833	127785923	+	miRNA
MIR2861	ENSG00000284547	9	127785918	127786007	+	miRNA
CCIN	ENSG00000185972	9	36169388	36171334	+	protein_coding
RNU4-53P	ENSG00000222760	9	36267783	36267922	+	snRNA
NAIF1	ENSG00000171169	9	128061233	128068206	-	protein_coding
BBLN	ENSG00000171159	9	128160265	128163924	+	protein_coding
TMSB4XP4	ENSG00000223551	9	128342153	128342770	+	processed_pseudogene
MIR219A2HG	ENSG00000207955	9	128392007	128393510	-	lncRNA
MIR219A2	ENSG00000284185	9	128392618	128392714	-	miRNA
MIR219B	ENSG00000283335	9	128392621	128392708	+	miRNA
SPATA31F3	ENSG00000187791	9	34889066	34895764	-	protein_coding
GLULP4	ENSG00000178723	9	34917175	34918296	+	processed_pseudogene
YWHAZP6	ENSG00000215199	9	34922184	34922921	-	processed_pseudogene
SYF2P2	ENSG00000233148	9	35010703	35011285	+	processed_pseudogene
RNU6-984P	ENSG00000200106	9	109196201	109196309	-	snRNA
RPL21P82	ENSG00000227399	9	92006062	92006544	+	processed_pseudogene
HSPE1P22	ENSG00000237306	9	92027498	92027824	+	processed_pseudogene
MTATP6P29	ENSG00000232179	9	92108858	92108989	+	unprocessed_pseudogene
MTCO3P29	ENSG00000228069	9	92109013	92110095	+	unprocessed_pseudogene
MTND3P23	ENSG00000238288	9	92110168	92110514	+	unprocessed_pseudogene
MTND4LP7	ENSG00000240791	9	92110575	92110868	+	unprocessed_pseudogene
MTND4P15	ENSG00000227321	9	92110865	92111897	+	unprocessed_pseudogene
BEND3P2	ENSG00000224809	9	92171241	92173494	+	processed_pseudogene
MIR3651	ENSG00000281156	9	92292458	92292547	-	miRNA
SNORA84	ENSG00000239183	9	92292461	92292593	-	snoRNA
MIR4670	ENSG00000264158	9	92527984	92528058	-	miRNA
RPL21P86	ENSG00000213669	9	92676943	92677407	-	processed_pseudogene
QNG1	ENSG00000165118	9	83938311	83956986	-	protein_coding
MIR7-1	ENSG00000284179	9	83969748	83969857	-	miRNA
Y_RNA	ENSG00000202523	9	83992932	83993033	+	misc_RNA
MIR4667	ENSG00000263892	9	35608094	35608159	+	miRNA
CCDC107	ENSG00000159884	9	35658290	35661511	+	protein_coding
RN7SL22P	ENSG00000243136	9	35671776	35672044	+	misc_RNA
MIR6852	ENSG00000284195	9	35710676	35710741	-	miRNA
MIR6853	ENSG00000273945	9	35732922	35732995	+	miRNA
MSMP	ENSG00000215183	9	35752990	35756613	-	protein_coding
FAM221B	ENSG00000204930	9	35816391	35828747	-	protein_coding
OR13E1P	ENSG00000236083	9	35859055	35859980	-	unitary_pseudogene
NDUFA5P4	ENSG00000233659	9	35874810	35875194	-	processed_pseudogene
HRCT1	ENSG00000196196	9	35906202	35907136	+	protein_coding
PGAM1P2	ENSG00000225639	9	35943210	35943934	-	processed_pseudogene
OR2S2	ENSG00000278889	9	35957108	35958154	-	protein_coding
YBX1P10	ENSG00000213866	9	35971344	35972318	-	processed_pseudogene
CHCHD2P9	ENSG00000186940	9	79391304	79391759	+	processed_pseudogene
MLLT3	ENSG00000171843	9	20341669	20622499	-	protein_coding
MIR4473	ENSG00000263790	9	20411148	20411238	-	miRNA
RNU4-26P	ENSG00000222202	9	20418321	20418427	+	snRNA
MIR4474	ENSG00000264941	9	20502265	20502342	-	miRNA
RPL7AP48	ENSG00000237088	9	20532552	20533339	+	processed_pseudogene
MIR491	ENSG00000207609	9	20716105	20716188	+	miRNA
SNORA30B	ENSG00000202189	9	20786927	20787055	+	snoRNA
MIR7114	ENSG00000284317	9	137450026	137450086	-	miRNA
MRPL41	ENSG00000182154	9	137551879	137552555	+	protein_coding
Metazoa_SRP	ENSG00000274841	9	137638128	137638408	-	misc_RNA
SETP5	ENSG00000233998	9	137640986	137641547	-	processed_pseudogene
RNU6-86P	ENSG00000271923	9	87998229	87998335	-	snRNA
RPS10P3	ENSG00000217716	9	88016300	88016793	+	processed_pseudogene
RNU6-1327P	ENSG00000202172	9	558826	558930	+	snRNA
EIF1P1	ENSG00000229875	9	659986	660326	+	processed_pseudogene
KANK1-AS1	ENSG00000227914	9	673478	685555	-	lncRNA
DMRT1	ENSG00000137090	9	841690	969090	+	protein_coding
RNU6-829P	ENSG00000200570	9	93375556	93375667	+	snRNA
Y_RNA	ENSG00000201074	9	93417855	93417966	+	misc_RNA
FAM120AOS	ENSG00000188938	9	93431441	93453581	-	protein_coding
MIR548AU	ENSG00000283146	9	93594841	93594894	+	miRNA
RN7SL181P	ENSG00000243738	9	121203159	121203435	+	misc_RNA
GSN-AS1	ENSG00000235865	9	121280768	121285530	-	lncRNA
TRPC6P4	ENSG00000238143	9	101125436	101125921	-	processed_pseudogene
TRMT112P4	ENSG00000236763	9	101356466	101356844	-	processed_pseudogene
FYTTD1P1	ENSG00000234502	9	101375344	101376603	-	processed_pseudogene
MRPL50	ENSG00000136897	9	101387633	101398618	-	protein_coding
PPP3R2	ENSG00000188386	9	101591604	101595021	-	protein_coding
H3P31	ENSG00000232466	9	26880178	26880549	-	processed_pseudogene
RN7SL100P	ENSG00000240306	9	26895678	26895970	+	misc_RNA
RNA5SP280	ENSG00000223162	9	27198287	27198401	+	rRNA_pseudogene
RPL36AP34	ENSG00000232867	9	27210327	27210626	+	processed_pseudogene
EQTN	ENSG00000120160	9	27284654	27297150	-	protein_coding
TMC1	ENSG00000165091	9	72521608	72838297	+	protein_coding
TMEM252	ENSG00000181778	9	68536580	68540883	-	protein_coding
GARNL3	ENSG00000136895	9	127224265	127393660	+	protein_coding
DENRP4	ENSG00000229369	9	127300093	127300982	-	processed_pseudogene
LINC02908	ENSG00000180539	9	137027464	137037957	+	lncRNA
MAN1B1-DT	ENSG00000268996	9	137084946	137086817	-	lncRNA
TMEM210	ENSG00000185863	9	137170858	137172056	-	protein_coding
TMEM203	ENSG00000187713	9	137204082	137205648	-	protein_coding
SLC34A3	ENSG00000198569	9	137230757	137236555	+	protein_coding
CIMIP2A	ENSG00000188163	9	137243584	137247770	-	protein_coding
NELFB	ENSG00000188986	9	137255327	137273542	+	protein_coding
NRARP	ENSG00000198435	9	137299631	137302271	-	protein_coding
SLC25A6P5	ENSG00000228948	9	105849710	105851425	+	processed_pseudogene
MIR8081	ENSG00000277889	9	106600928	106601022	+	miRNA
RN7SKP77	ENSG00000200131	9	106679977	106680329	+	misc_RNA
RNA5SP292	ENSG00000212276	9	106843749	106843866	-	rRNA_pseudogene
RPL7AP44	ENSG00000231562	9	106978776	106979554	-	processed_pseudogene
RNU2-46P	ENSG00000252847	9	95859904	95860016	+	snRNA
RNA5SP289	ENSG00000199202	9	95905005	95905141	+	rRNA_pseudogene
PARK7P2	ENSG00000237631	9	95918136	95918704	+	processed_pseudogene
Y_RNA	ENSG00000201938	9	96103079	96103174	-	misc_RNA
EIF4BP3	ENSG00000224546	9	96146007	96147856	+	processed_pseudogene
RPL36AP35	ENSG00000231810	9	108821697	108822004	+	processed_pseudogene
ACTL7B	ENSG00000148156	9	108854588	108855986	-	protein_coding
ACTL7A	ENSG00000187003	9	108862266	108863756	+	protein_coding
Y_RNA	ENSG00000199331	9	109042386	109042487	-	misc_RNA
MIR32	ENSG00000207698	9	109046229	109046298	-	miRNA
MIR6856	ENSG00000277713	9	130626297	130626363	+	miRNA
QRFP	ENSG00000188710	9	130892707	130896812	-	protein_coding
PRDM12	ENSG00000130711	9	130664594	130682986	+	protein_coding
IER5L	ENSG00000188483	9	129175552	129178261	-	protein_coding
RN7SL159P	ENSG00000242281	9	129370170	129370461	-	misc_RNA
IER5L-AS1	ENSG00000204055	9	129175807	129261581	+	lncRNA
VN2R3P	ENSG00000234680	9	39016969	39039594	+	unitary_pseudogene
RBM17P1	ENSG00000226625	9	39154075	39155479	+	processed_pseudogene
RN7SL640P	ENSG00000278825	9	39191100	39191360	+	misc_RNA
SPATA31A1	ENSG00000204849	9	39355669	39361962	+	protein_coding
SKP1P3	ENSG00000229707	9	39485379	39485865	+	processed_pseudogene
FKBP4P2	ENSG00000269692	9	39631046	39632416	+	processed_pseudogene
SDR42E1P1	ENSG00000273994	9	39651901	39652377	-	processed_pseudogene
ATP5F1AP8	ENSG00000234720	9	39654241	39655531	-	processed_pseudogene
RBPJP5	ENSG00000232239	9	39739747	39741193	-	processed_pseudogene
RN7SL763P	ENSG00000277774	9	39886861	39887144	-	misc_RNA
SNORA70	ENSG00000252724	9	39892446	39892540	+	snoRNA
MEP1AP1	ENSG00000283246	9	40187792	40193921	-	unprocessed_pseudogene
RNU6-1269P	ENSG00000212441	9	40233923	40234029	+	snRNA
CNN2P2	ENSG00000227069	9	40346144	40347052	-	processed_pseudogene
SLC46A2-AS1	ENSG00000271631	9	112885158	112885767	+	lncRNA
MUPP	ENSG00000237906	9	112959134	112962261	-	transcribed_unprocessed_pseudogene
SLC31A2	ENSG00000136867	9	113150976	113164140	+	protein_coding
OR1K1	ENSG00000165204	9	122800123	122801073	+	protein_coding
KRT18P67	ENSG00000233425	9	122837557	122838820	+	processed_pseudogene
SNORD90	ENSG00000212447	9	122880213	122880323	-	snoRNA
RNY1P15	ENSG00000222351	9	122945988	122946094	-	misc_RNA
MIR600HG	ENSG00000236901	9	123109494	123115477	-	lncRNA
MIR600	ENSG00000283941	9	123111546	123111643	-	miRNA
RNU6-820P	ENSG00000207000	9	68935873	68935979	-	snRNA
LSM1P1	ENSG00000233551	9	16775573	16775845	-	processed_pseudogene
MIR126	ENSG00000199161	9	136670602	136670686	+	miRNA
SNORA17B	ENSG00000280496	9	136726104	136726239	-	snoRNA
SNORA17B	ENSG00000276161	9	136726105	136726234	-	snoRNA
SNORA17A	ENSG00000274998	9	136726747	136726879	-	snoRNA
MIR6722	ENSG00000278756	9	136746893	136746970	-	miRNA
LCN15	ENSG00000177984	9	136759634	136766255	-	protein_coding
ATP6V1G1P3	ENSG00000224662	9	136779939	136780218	+	processed_pseudogene
CCDC183	ENSG00000213213	9	136796338	136807741	+	protein_coding
NCLP1	ENSG00000213212	9	136812788	136815536	-	processed_pseudogene
MIR4292	ENSG00000265806	9	136830957	136831023	+	miRNA
MIR4479	ENSG00000266507	9	136886733	136886803	+	miRNA
C9orf163	ENSG00000196366	9	136483495	136486067	+	lncRNA
RALGAPA1P1	ENSG00000229419	9	105520128	105526359	+	processed_pseudogene
TAL2	ENSG00000186051	9	105662457	105663124	+	protein_coding
PRKACG	ENSG00000165059	9	69012504	69014113	-	protein_coding
SPATA31A5	ENSG00000276581	9	60914407	60920653	+	protein_coding
RAB1C	ENSG00000233111	9	37636688	37637293	-	processed_pseudogene
FRMPD1	ENSG00000070601	9	37650954	37746904	+	protein_coding
RN7SKP171	ENSG00000201287	9	37661747	37662049	-	misc_RNA
PAICSP1	ENSG00000226055	9	37878116	37879493	+	processed_pseudogene
RNU7-124P	ENSG00000251745	9	37936707	37936768	-	snRNA
U8	ENSG00000200026	9	38147428	38147561	+	snoRNA
RNU6-881P	ENSG00000252622	9	131126990	131127091	+	snRNA
NUP214-AS1	ENSG00000246851	9	131189910	131194205	-	lncRNA
Y_RNA	ENSG00000222658	9	12885321	12885417	+	misc_RNA
SNORD62A	ENSG00000235284	9	131485665	131485750	+	snoRNA
SNORD62B	ENSG00000231587	9	131490486	131490571	+	snoRNA
FAM74A3	ENSG00000274355	9	66976520	66976991	-	transcribed_processed_pseudogene
MIR2278	ENSG00000252153	9	94809962	94810057	+	miRNA
MIR6081	ENSG00000274115	9	95065350	95065446	+	miRNA
MIR23B	ENSG00000207563	9	95085208	95085304	+	miRNA
MIR27B	ENSG00000207864	9	95085445	95085541	+	miRNA
MIR3074	ENSG00000207617	9	95086014	95086094	-	miRNA
MIR24-1	ENSG00000284459	9	95086021	95086088	+	miRNA
RNA5SP288	ENSG00000251884	9	95142449	95142541	-	rRNA_pseudogene
Y_RNA	ENSG00000222421	9	127832635	127832743	-	misc_RNA
RNA5SP296	ENSG00000222455	9	127841112	127841222	-	rRNA_pseudogene
MIR4672	ENSG00000263979	9	127869415	127869495	-	miRNA
PIP5KL1	ENSG00000167103	9	127920881	127930785	-	protein_coding
PTMAP11	ENSG00000269907	9	96910076	96910405	+	processed_pseudogene
NUTM2G	ENSG00000188152	9	96928310	96940253	+	protein_coding
YRDCP2	ENSG00000236745	9	96954820	96955461	+	processed_pseudogene
PAPPA-AS2	ENSG00000226604	9	116285829	116288769	-	lncRNA
PAPPA-AS1	ENSG00000256040	9	116398157	116400606	-	lncRNA
RPL10P3	ENSG00000230734	9	117180628	117181095	-	processed_pseudogene
SNORA70C	ENSG00000207268	9	117181066	117181200	-	snoRNA
RN7SKP128	ENSG00000201140	9	117197118	117197420	+	misc_RNA
RN7SKP125	ENSG00000222413	9	117276985	117277286	+	misc_RNA
MIR4478	ENSG00000266583	9	122120082	122120167	-	miRNA
Y_RNA	ENSG00000201749	9	114615455	114615568	-	misc_RNA
TEX53	ENSG00000230054	9	114656304	114662374	-	protein_coding
TEX48	ENSG00000230601	9	114666434	114682192	-	protein_coding
TNFSF15	ENSG00000181634	9	114784652	114806039	-	protein_coding
CDCA4P1	ENSG00000229029	9	14593577	14594200	+	processed_pseudogene
CER1	ENSG00000147869	9	14719724	14722733	-	protein_coding
RNU6-1260P	ENSG00000199814	9	14850429	14850535	+	snRNA
LDHAP4	ENSG00000214110	9	14921337	14922334	-	transcribed_processed_pseudogene
PSIP1P1	ENSG00000234297	9	15055057	15056052	+	processed_pseudogene
UBE2V1P10	ENSG00000226590	9	85159682	85159950	+	processed_pseudogene
EIF3JP3	ENSG00000237747	9	87741233	87741953	+	processed_pseudogene
ANXA2P2	ENSG00000231991	9	33624274	33625293	+	processed_pseudogene
TRBV21OR9-2	ENSG00000183938	9	33629121	33629586	+	TR_V_pseudogene
TRBV22OR9-2	ENSG00000234122	9	33634111	33634246	+	TR_V_pseudogene
TRBV23OR9-2	ENSG00000229063	9	33638035	33638494	+	TR_V_pseudogene
TRBV24OR9-2	ENSG00000215206	9	33649047	33649614	+	TR_V_pseudogene
TRBV25OR9-2	ENSG00000240215	9	33662166	33662663	+	TR_V_pseudogene
PTENP1-AS	ENSG00000281128	9	33676785	33688011	+	lncRNA
TRBV26OR9-2	ENSG00000231165	9	33695767	33696059	+	TR_V_pseudogene
TRBV29OR9-2	ENSG00000223394	9	33786221	33786828	+	TR_V_pseudogene
Y_RNA	ENSG00000200834	9	33830978	33831078	+	misc_RNA
