Gene_Symbol	Gene_ID	Chr	Start	End	Strand	Biotype
TOMM20P4	ENSG00000230311	X	73223124	73223558	+	processed_pseudogene
KRT8P27	ENSG00000226502	X	64623117	64624573	+	processed_pseudogene
SFR1P2	ENSG00000223707	X	85849410	85850139	-	processed_pseudogene
HNRNPH3P1	ENSG00000230247	X	80529037	80530027	+	processed_pseudogene
THAP12P1	ENSG00000230665	X	74396871	74399550	-	processed_pseudogene
PSMA1P1	ENSG00000225715	X	80709928	80710705	+	processed_pseudogene
PCNPP4	ENSG00000237089	X	75537547	75538702	-	processed_pseudogene
TPMTP4	ENSG00000223574	X	86128893	86129570	-	processed_pseudogene
SAR1AP4	ENSG00000233063	X	75884546	75885136	+	processed_pseudogene
FGF16	ENSG00000196468	X	77447389	77457278	+	protein_coding
P2RY10BP	ENSG00000232168	X	79084936	79085848	+	unitary_pseudogene
CPXCR1	ENSG00000147183	X	88747225	88754785	+	protein_coding
HMGN1P34	ENSG00000224755	X	78519593	78520186	-	processed_pseudogene
TUBB4BP8	ENSG00000227521	X	94319038	94320025	+	processed_pseudogene
SETP4	ENSG00000237211	X	84755136	84756003	+	processed_pseudogene
MTND2P25	ENSG00000228182	X	62843697	62844306	+	processed_pseudogene
CTDSPL2P1	ENSG00000236988	X	100149783	100151340	-	processed_pseudogene
CALM1P1	ENSG00000223467	X	95499604	95500036	+	processed_pseudogene
CORO1CP1	ENSG00000270268	X	79369364	79370165	-	processed_pseudogene
EIF3MP1	ENSG00000236365	X	82875649	82875885	+	processed_pseudogene
UBE2V1P7	ENSG00000235061	X	78554412	78554751	-	processed_pseudogene
CYCSP43	ENSG00000231706	X	69485343	69485652	-	processed_pseudogene
UBE2V1P9	ENSG00000229667	X	90289536	90289903	-	processed_pseudogene
PABPC5	ENSG00000174740	X	91434595	91438584	+	protein_coding
PABPC1L2A	ENSG00000186288	X	73077276	73079512	-	protein_coding
SRIP2	ENSG00000224065	X	89367435	89367600	-	processed_pseudogene
ARL13A	ENSG00000174225	X	100969708	100990831	+	protein_coding
EEF1A1P15	ENSG00000213704	X	98389512	98390919	+	processed_pseudogene
BRWD3	ENSG00000165288	X	80669503	80809877	-	protein_coding
COPS8P1	ENSG00000271290	X	86798598	86799226	-	processed_pseudogene
RPSAP15	ENSG00000237506	X	87703343	87704203	-	processed_pseudogene
EIF4A1P10	ENSG00000229132	X	92113246	92114461	-	processed_pseudogene
SHC1P1	ENSG00000230889	X	64432401	64434145	+	processed_pseudogene
EDA	ENSG00000158813	X	69616067	70039472	+	protein_coding
STAU2P1	ENSG00000227581	X	90039213	90039834	-	processed_pseudogene
HNRNPA1P25	ENSG00000231206	X	74473017	74473953	-	processed_pseudogene
PPATP2	ENSG00000271433	X	78699384	78699891	-	processed_pseudogene
HNRNPDLP3	ENSG00000236185	X	95610578	95610957	+	processed_pseudogene
FCF1P9	ENSG00000231478	X	86481532	86481813	+	transcribed_processed_pseudogene
RPS29P28	ENSG00000232069	X	96195477	96195617	+	processed_pseudogene
TEX101P1	ENSG00000270308	X	99656997	99657381	+	processed_pseudogene
STIP1P3	ENSG00000225536	X	86084716	86086339	-	processed_pseudogene
KAT7P1	ENSG00000232842	X	95973328	95974315	-	processed_pseudogene
B3GNT2P1	ENSG00000229946	X	99886740	99887691	-	processed_pseudogene
CAPZA1P3	ENSG00000213698	X	72727977	72728821	-	processed_pseudogene
VDAC1P1	ENSG00000073905	X	80929500	80930347	+	processed_pseudogene
RPL6P29	ENSG00000236243	X	98251679	98252543	+	processed_pseudogene
WBP11P3	ENSG00000228051	X	80560146	80562054	+	processed_pseudogene
IGBP1-AS2	ENSG00000220925	X	70148582	70149654	-	lncRNA
USP37P1	ENSG00000270826	X	93776911	93777384	-	processed_pseudogene
RPS7P14	ENSG00000213695	X	74409518	74410100	+	processed_pseudogene
FOXN3P2	ENSG00000226753	X	75888700	75888888	+	processed_pseudogene
MAGEE1	ENSG00000198934	X	76427710	76431342	+	protein_coding
ATG4AP1	ENSG00000232735	X	82998699	82999236	+	processed_pseudogene
BUD31P2	ENSG00000229661	X	75201491	75201790	+	processed_pseudogene
PAICSP7	ENSG00000232293	X	94636663	94639570	-	processed_pseudogene
RPSAP8	ENSG00000230592	X	100155885	100156773	-	processed_pseudogene
MRPS22P1	ENSG00000271056	X	87807549	87809883	-	processed_pseudogene
RNF19BPX	ENSG00000227434	X	90209796	90210420	-	processed_pseudogene
POMPP1	ENSG00000236870	X	83559896	83560312	-	processed_pseudogene
BRAFP1	ENSG00000224775	X	75582676	75585506	+	unprocessed_pseudogene
SERBP1P4	ENSG00000230275	X	91560436	91561597	-	processed_pseudogene
USP12PX	ENSG00000226081	X	90112650	90113706	+	processed_pseudogene
PDK1P2	ENSG00000233446	X	81600072	81601306	+	processed_pseudogene
TGIF2LX	ENSG00000153779	X	89921908	89922883	+	protein_coding
ST13P18	ENSG00000234322	X	93287733	93288759	-	processed_pseudogene
ACTR3P2	ENSG00000232267	X	68771322	68772578	+	processed_pseudogene
KRT18P11	ENSG00000215089	X	92459670	92460952	+	processed_pseudogene
DLGAP5P2	ENSG00000237873	X	93042490	93042942	+	processed_pseudogene
KIF4CP	ENSG00000225025	X	79323446	79325217	+	processed_pseudogene
OOEPP1	ENSG00000270759	X	39791580	39791904	-	processed_pseudogene
HMGB1P32	ENSG00000226837	X	98422138	98422809	+	processed_pseudogene
GTF3C6P1	ENSG00000215085	X	95584303	95584942	+	processed_pseudogene
TRAPPC13P1	ENSG00000235447	X	76655498	76656559	-	processed_pseudogene
CSGALNACT2P1	ENSG00000182574	X	100956593	100957538	+	processed_pseudogene
HK2P1	ENSG00000228612	X	80571871	80574607	-	processed_pseudogene
ATP5MC2P4	ENSG00000228847	X	42098754	42099173	-	processed_pseudogene
BRDTP1	ENSG00000271209	X	96337236	96337912	-	processed_pseudogene
LRRFIP2P1	ENSG00000237014	X	73237647	73238709	-	processed_pseudogene
NDUFA5P7	ENSG00000234039	X	86066227	86066468	-	processed_pseudogene
TEX13B	ENSG00000170925	X	107980864	107982370	-	protein_coding
HNRNPDLP1	ENSG00000226307	X	95638375	95638924	+	processed_pseudogene
C3orf49P1	ENSG00000226119	X	102006883	102007294	+	processed_pseudogene
VDAC1P3	ENSG00000234702	X	91982655	91983505	-	processed_pseudogene
XRCC6P5	ENSG00000215070	X	99719364	99721158	-	processed_pseudogene
MAGEE2	ENSG00000186675	X	75782987	75785254	-	protein_coding
TERF1P4	ENSG00000215102	X	83748825	83749939	-	processed_pseudogene
SERBP1P1	ENSG00000213740	X	68783472	68785066	+	processed_pseudogene
CCNB1IP1P3	ENSG00000231001	X	94776739	94777567	-	processed_pseudogene
NT5DC1P1	ENSG00000237381	X	93388075	93389497	-	processed_pseudogene
XK	ENSG00000047597	X	37685791	37732130	+	protein_coding
RPL34P36	ENSG00000270446	X	87806433	87806769	-	processed_pseudogene
RANBP1P1	ENSG00000228519	X	25645722	25646327	-	processed_pseudogene
AP2B1P1	ENSG00000234130	X	93222220	93225015	-	processed_pseudogene
ARHGAP6	ENSG00000047648	X	11117651	11665920	-	protein_coding
TATDN2P1	ENSG00000198414	X	44283916	44286246	+	processed_pseudogene
TUSC2P2	ENSG00000285445	X	92770855	92772091	+	processed_pseudogene
TUBAP6	ENSG00000274374	X	115424064	115425600	-	processed_pseudogene
CCNB3	ENSG00000147082	X	50202713	50351914	+	protein_coding
ACTRT1P1	ENSG00000235239	X	128127090	128128212	-	processed_pseudogene
POU3F4	ENSG00000196767	X	83508290	83512127	+	protein_coding
EIF3JP1	ENSG00000228041	X	82497669	82497924	-	processed_pseudogene
SNX3P1X	ENSG00000230543	X	92515323	92515497	-	processed_pseudogene
FAM236C	ENSG00000283594	X	72912615	72913401	+	protein_coding
TPT1P13	ENSG00000213498	X	121863698	121864196	-	processed_pseudogene
MTCYBP31	ENSG00000226579	X	70120353	70121474	-	processed_pseudogene
PPP1R2C	ENSG00000102055	X	42777366	42778163	-	protein_coding
CYLC1	ENSG00000183035	X	83861126	83886699	+	protein_coding
VEZTP1	ENSG00000224072	X	46454097	46457199	-	processed_pseudogene
RIPPLY1	ENSG00000147223	X	106900063	106903341	-	protein_coding
MTND4P31	ENSG00000235382	X	70124972	70129071	-	processed_pseudogene
PGAM4P1	ENSG00000215197	X	54671985	54672638	+	processed_pseudogene
FDPSP5	ENSG00000215035	X	44476027	44477422	-	processed_pseudogene
MTND6P13	ENSG00000234901	X	102008524	102009046	-	processed_pseudogene
RPL36P18	ENSG00000235656	X	115198432	115198749	+	processed_pseudogene
EEF1A1P29	ENSG00000215093	X	86160264	86161359	-	processed_pseudogene
TMEM230P1	ENSG00000225728	X	107939263	107939642	-	processed_pseudogene
TMEM184CP1	ENSG00000230706	X	88061590	88062844	-	processed_pseudogene
RPL7AP72	ENSG00000235735	X	128313281	128314048	+	processed_pseudogene
NLRP7P1	ENSG00000228450	X	131492279	131492886	-	processed_pseudogene
IMPDH1P4	ENSG00000237206	X	43278125	43279658	-	processed_pseudogene
DCAF8L1	ENSG00000226372	X	27977992	27981449	-	protein_coding
RPL22P22	ENSG00000213653	X	82506434	82506812	-	processed_pseudogene
RPL31P63	ENSG00000236735	X	68600099	68600473	+	processed_pseudogene
SPIN4	ENSG00000186767	X	63347228	63351332	-	protein_coding
RRM2P3	ENSG00000214018	X	44309314	44310476	-	processed_pseudogene
PCNAP3	ENSG00000214009	X	46058751	46059528	-	processed_pseudogene
RPL7P55	ENSG00000228301	X	93573834	93574579	+	processed_pseudogene
MTCO1P53	ENSG00000230916	X	126471705	126472403	+	processed_pseudogene
PRPF4BP1	ENSG00000224217	X	116748530	116748877	-	processed_pseudogene
DCAF12L2	ENSG00000198354	X	126163499	126166289	-	protein_coding
COX6CP12	ENSG00000234463	X	68645326	68645527	-	processed_pseudogene
OTUD6A	ENSG00000189401	X	70062457	70064179	+	protein_coding
UBE2V1P16	ENSG00000237891	X	122010976	122011612	-	processed_pseudogene
PNPLA10P	ENSG00000230538	X	127390342	127392526	+	processed_pseudogene
SPRYD7P1	ENSG00000234404	X	77374212	77381319	+	processed_pseudogene
GEMIN8P3	ENSG00000223772	X	86304367	86305086	+	processed_pseudogene
CAPZA1P1	ENSG00000230956	X	88096393	88097225	-	processed_pseudogene
RPS7P13	ENSG00000235425	X	95679130	95679627	-	processed_pseudogene
CBLL1P1	ENSG00000233433	X	121024964	121026563	-	processed_pseudogene
LUZP4	ENSG00000102021	X	115289715	115307563	+	protein_coding
SPANXB1	ENSG00000227234	X	141002594	141003706	+	protein_coding
HSPA8P1	ENSG00000234176	X	121203182	121205014	-	processed_pseudogene
RPL26P36	ENSG00000225912	X	92676519	92676954	-	processed_pseudogene
MAGEC2	ENSG00000046774	X	142202342	142205290	-	protein_coding
VKORC1P1	ENSG00000233243	X	27863893	27864349	+	processed_pseudogene
SUMO2P21	ENSG00000228532	X	115718942	115719229	-	processed_pseudogene
DUTP4	ENSG00000229829	X	149817170	149817644	+	processed_pseudogene
FERP1	ENSG00000232149	X	123603139	123603931	+	processed_pseudogene
PHF5AP4	ENSG00000270431	X	115659713	115660022	+	processed_pseudogene
OR11Q1P	ENSG00000237650	X	131204068	131205010	+	unprocessed_pseudogene
BTG3P1	ENSG00000235334	X	128122734	128123496	+	processed_pseudogene
CYCSP44	ENSG00000233548	X	145176582	145176894	+	processed_pseudogene
H2BP8	ENSG00000235976	X	101989481	101989872	-	processed_pseudogene
TFDP3	ENSG00000183434	X	133216662	133218354	-	protein_coding
SNURFL	ENSG00000173954	X	139362040	139362382	+	processed_pseudogene
MTND4LP1	ENSG00000231501	X	126472728	126472884	+	processed_pseudogene
OR5BH1P	ENSG00000242610	X	131398072	131398957	-	unprocessed_pseudogene
YAP1P2	ENSG00000236080	X	115069237	115069846	+	processed_pseudogene
SPANXN3	ENSG00000189252	X	143508735	143517475	-	protein_coding
CT47A12	ENSG00000226685	X	120930250	120932301	-	protein_coding
KRT18P44	ENSG00000218728	X	128714506	128715790	+	processed_pseudogene
LINC00850	ENSG00000280752	X	149825708	149879799	+	lncRNA
HAX1P1	ENSG00000233467	X	148198014	148198878	-	processed_pseudogene
CNOT7P1	ENSG00000233229	X	69937166	69938017	-	processed_pseudogene
OR7L1P	ENSG00000232787	X	131596121	131596987	+	unprocessed_pseudogene
TUBB4AP1	ENSG00000228466	X	123561642	123562966	+	processed_pseudogene
ORC1P1	ENSG00000224589	X	27893348	27894059	-	processed_pseudogene
STK24P1	ENSG00000230079	X	136295690	136300298	-	processed_pseudogene
LINC01282	ENSG00000236747	X	39367285	39391807	-	lncRNA
SRD5A1P1	ENSG00000232549	X	139446891	139447676	+	processed_pseudogene
CTDSPL2P2	ENSG00000230788	X	106070481	106073202	+	processed_pseudogene
PLS3-AS1	ENSG00000271826	X	115518182	115562731	-	lncRNA
BRS3	ENSG00000102239	X	136487947	136493780	+	protein_coding
ASB12	ENSG00000198881	X	64224194	64230607	-	protein_coding
CT47A11	ENSG00000226929	X	120933840	120937158	-	protein_coding
UFM1P1	ENSG00000270709	X	145768095	145768342	+	processed_pseudogene
PA2G4P1	ENSG00000237828	X	120868611	120869807	-	processed_pseudogene
AMER1	ENSG00000184675	X	64185117	64205708	-	protein_coding
RPL32P35	ENSG00000223995	X	128838441	128838834	-	processed_pseudogene
RPL3P12	ENSG00000232496	X	122538253	122539460	+	processed_pseudogene
SPANXC	ENSG00000198573	X	141241463	141242517	-	protein_coding
RPL7L1P11	ENSG00000176970	X	148464708	148465428	+	processed_pseudogene
SPANXN1	ENSG00000203923	X	145247503	145256208	+	protein_coding
PNMA6B	ENSG00000268883	X	153075769	153076968	-	unprocessed_pseudogene
TMEM185AP1	ENSG00000235254	X	149768897	149771368	+	unprocessed_pseudogene
TRMT1P1	ENSG00000231093	X	145630218	145632375	+	processed_pseudogene
MTND4P24	ENSG00000232177	X	126472885	126473281	+	processed_pseudogene
OR11N1P	ENSG00000185903	X	131324391	131325313	-	unprocessed_pseudogene
HSFX1	ENSG00000171116	X	149774068	149776867	+	protein_coding
CMC4	ENSG00000182712	X	155061622	155071136	-	protein_coding
AFF2-IT1	ENSG00000223516	X	148546878	148547397	+	lncRNA
M6PRP1	ENSG00000228042	X	110636841	110637672	+	processed_pseudogene
PGBD4P6	ENSG00000226064	X	143343976	143344585	+	processed_pseudogene
ZFYVE9P1	ENSG00000229562	X	137660519	137662242	+	processed_pseudogene
MAGEA8	ENSG00000156009	X	149881141	149885835	+	protein_coding
CT47A7	ENSG00000228517	X	120953282	120956600	-	protein_coding
HNRNPH1P2	ENSG00000213924	X	143677153	143678362	-	processed_pseudogene
LDOC1	ENSG00000182195	X	141111605	141177129	-	protein_coding
MTND1P33	ENSG00000235539	X	143433042	143433958	+	processed_pseudogene
RBMX2P2	ENSG00000213423	X	141261119	141264213	-	processed_pseudogene
MAGEA11	ENSG00000185247	X	149688228	149717268	+	protein_coding
GPR50	ENSG00000102195	X	151176584	151181465	+	protein_coding
FAM226B	ENSG00000269911	X	72777608	72779097	+	lncRNA
PASD1	ENSG00000166049	X	151563675	151676739	+	protein_coding
MTCYBP38	ENSG00000226414	X	126729104	126730226	+	processed_pseudogene
MAGEA7P	ENSG00000224732	X	149808214	149809155	+	unprocessed_pseudogene
PNMA6F	ENSG00000225110	X	153317680	153321767	-	protein_coding
NDUFB3P5	ENSG00000227779	X	141380823	141381107	+	processed_pseudogene
EOLA1-DT	ENSG00000241769	X	149527591	149540959	-	lncRNA
RPL36AP52	ENSG00000214925	X	141138478	141139174	+	processed_pseudogene
SPANXD	ENSG00000196406	X	141697411	141698739	-	protein_coding
MTND2P39	ENSG00000230130	X	143434517	143435280	+	processed_pseudogene
RRM2P4	ENSG00000235598	X	144309132	144309693	+	processed_pseudogene
ELL2P4	ENSG00000226388	X	146553728	146555765	+	processed_pseudogene
ANKRD11P2	ENSG00000231686	X	146619597	146620584	-	processed_pseudogene
IDSP1	ENSG00000176289	X	149525001	149526043	+	unprocessed_pseudogene
F8	ENSG00000185010	X	154835788	155026940	-	protein_coding
NAB1P1	ENSG00000228717	X	151226229	151227715	-	processed_pseudogene
HNRNPCP10	ENSG00000215054	X	144840777	144841660	+	processed_pseudogene
HDGFP1	ENSG00000227183	X	131646639	131646890	+	processed_pseudogene
PRR32	ENSG00000183631	X	126819729	126821786	+	protein_coding
TCERG1P1	ENSG00000224314	X	117399452	117400081	+	processed_pseudogene
CXorf51B	ENSG00000235699	X	146809771	146810411	+	protein_coding
AFF2	ENSG00000155966	X	148500617	149000663	+	protein_coding
HMGB3P30	ENSG00000213652	X	112689915	112690520	+	processed_pseudogene
DCAF12L1	ENSG00000198889	X	126549383	126552814	-	protein_coding
SETP8	ENSG00000213526	X	116963049	116963676	+	processed_pseudogene
CBX1P1	ENSG00000230823	X	63299247	63299673	-	processed_pseudogene
OR1AA1P	ENSG00000234288	X	131424301	131425239	+	unprocessed_pseudogene
GLUD2	ENSG00000182890	X	121047610	121050094	+	protein_coding
TJAP1P1	ENSG00000234592	X	129041536	129043183	-	processed_pseudogene
EEF1GP5	ENSG00000234785	X	115702811	115704120	+	processed_pseudogene
RUVBL2P1	ENSG00000226802	X	128440929	128441785	+	processed_pseudogene
CD84P1	ENSG00000224978	X	155212921	155213638	-	processed_pseudogene
MATR3P1	ENSG00000225858	X	72660470	72660719	+	processed_pseudogene
ADGRG4	ENSG00000156920	X	136300963	136416890	+	protein_coding
PKMP2	ENSG00000235892	X	66497748	66499424	+	processed_pseudogene
HMGN2P48	ENSG00000229979	X	153052150	153052413	-	processed_pseudogene
RPL21P134	ENSG00000233254	X	75384346	75384828	+	processed_pseudogene
RAB39B	ENSG00000155961	X	155258235	155264491	-	protein_coding
SLIRPP1	ENSG00000227505	X	147801005	147801302	+	processed_pseudogene
NAP1L3	ENSG00000186310	X	93670930	93673578	-	protein_coding
SLC6A14P2	ENSG00000237860	X	116688870	116690185	+	unprocessed_pseudogene
SLC6A14P1	ENSG00000236077	X	116669810	116680303	-	unprocessed_pseudogene
ACTBP1	ENSG00000229145	X	46288016	46289128	-	processed_pseudogene
OR5AW1P	ENSG00000229082	X	131341570	131342425	-	unprocessed_pseudogene
CT83	ENSG00000204019	X	116461686	116462976	-	protein_coding
OR13K1P	ENSG00000237225	X	131562729	131563846	+	unprocessed_pseudogene
SPANXA2	ENSG00000203926	X	141589708	141590762	+	protein_coding
RNU6-114P	ENSG00000207435	X	3572857	3572961	+	snRNA
MIR651	ENSG00000207628	X	8126965	8127061	+	miRNA
SNORA48B	ENSG00000212214	X	3532117	3532251	-	snoRNA
Y_RNA	ENSG00000207151	X	11116092	11116193	-	misc_RNA
Y_RNA	ENSG00000207320	X	3641443	3641555	-	misc_RNA
MIR4770	ENSG00000265284	X	6383906	6383963	-	miRNA
MIR548AX	ENSG00000263652	X	11318614	11318686	-	miRNA
RNU6-146P	ENSG00000207332	X	3607258	3607365	-	snRNA
RN7SL658P	ENSG00000239333	X	16539137	16539439	-	misc_RNA
Y_RNA	ENSG00000207025	X	18395994	18396095	-	misc_RNA
MIR548AM	ENSG00000265144	X	16627012	16627085	-	miRNA
RNA5SP499	ENSG00000200852	X	9133828	9133946	+	rRNA_pseudogene
RN7SKP183	ENSG00000252978	X	20452108	20452431	+	misc_RNA
RNU6-133P	ENSG00000206716	X	21214637	21214743	+	snRNA
Y_RNA	ENSG00000206639	X	21872707	21872808	+	misc_RNA
RNU6-641P	ENSG00000206733	X	36021939	36022045	-	snRNA
RNU6-591P	ENSG00000207122	X	39081180	39081285	-	snRNA
RNU6-49P	ENSG00000206983	X	37870109	37870215	+	snRNA
MIR548AJ2	ENSG00000221466	X	38023895	38023986	-	miRNA
RNU6-1087P	ENSG00000252411	X	35594173	35594273	+	snRNA
RN7SL732P	ENSG00000264618	X	39786524	39786823	-	misc_RNA
MIR3937	ENSG00000263730	X	39661216	39661321	+	miRNA
RNU7-164P	ENSG00000238730	X	40535502	40535563	-	snRNA
RNU6-1124P	ENSG00000206896	X	42174279	42174385	-	snRNA
RNU6-630P	ENSG00000212560	X	42139425	42139530	-	snRNA
RNU6-50P	ENSG00000199226	X	46517766	46517868	+	snRNA
Metazoa_SRP	ENSG00000277721	X	46553522	46553775	-	misc_RNA
Metazoa_SRP	ENSG00000278838	X	46073651	46073935	-	misc_RNA
Y_RNA	ENSG00000200702	X	44401603	44401704	+	misc_RNA
Y_RNA	ENSG00000202495	X	50171197	50171297	-	misc_RNA
MIR532	ENSG00000207758	X	50003148	50003238	+	miRNA
MIR188	ENSG00000207768	X	50003503	50003588	+	miRNA
MIR500A	ENSG00000207785	X	50008431	50008514	+	miRNA
MIR362	ENSG00000208015	X	50008964	50009028	+	miRNA
MIR501	ENSG00000211538	X	50009722	50009805	+	miRNA
MIR500B	ENSG00000239057	X	50010672	50010750	+	miRNA
MIR660	ENSG00000207970	X	50013241	50013337	+	miRNA
MIR502	ENSG00000272080	X	50014598	50014683	+	miRNA
RN7SL799P	ENSG00000244006	X	64210691	64210988	+	misc_RNA
MIR223	ENSG00000284567	X	66018870	66018979	+	miRNA
U3	ENSG00000212434	X	69692956	69693155	+	snoRNA
MIR8088	ENSG00000275335	X	52336557	52336642	-	miRNA
MIR4536-2	ENSG00000266328	X	55451495	55451582	+	miRNA
MIR676	ENSG00000211991	X	70022857	70022923	+	miRNA
