Gene_Symbol	Gene_ID	Chr	Start	End	Strand	Biotype
RAC1P5	ENSG00000213522	4	107203349	107203924	-	processed_pseudogene
MUC7	ENSG00000171195	4	70430492	70482997	+	protein_coding
NDST4	ENSG00000138653	4	114827763	115113876	-	protein_coding
ACTR6P1	ENSG00000248915	4	106836498	106837601	-	processed_pseudogene
SPOPLP3	ENSG00000248547	4	68883885	68884440	-	processed_pseudogene
H3P15	ENSG00000251005	4	126106139	126106923	-	processed_pseudogene
SPOPLP2	ENSG00000250277	4	68996935	68997709	-	processed_pseudogene
TUBAP10	ENSG00000248506	4	124435750	124437120	-	processed_pseudogene
GAPDHP56	ENSG00000249018	4	130503357	130504344	-	processed_pseudogene
TERF1P3	ENSG00000249311	4	136355110	136356336	-	processed_pseudogene
LINC02479	ENSG00000251326	4	130376229	130432227	+	lncRNA
RPL5P12	ENSG00000242697	4	98025390	98026240	+	processed_pseudogene
CDC42P4	ENSG00000249965	4	109555170	109555732	+	processed_pseudogene
TECRP2	ENSG00000248565	4	124462863	124463790	-	processed_pseudogene
RBM48P1	ENSG00000223620	4	126563509	126564776	+	processed_pseudogene
PDHA2	ENSG00000163114	4	95840093	95841464	+	protein_coding
KIAA1191P1	ENSG00000213480	4	121369433	121370345	-	processed_pseudogene
EIF3KP3	ENSG00000250442	4	116043407	116044045	-	processed_pseudogene
CEP170P1	ENSG00000154608	4	118467590	118554100	+	transcribed_unprocessed_pseudogene
LINC02262	ENSG00000224932	4	117314597	117360655	-	lncRNA
NDNF-AS1	ENSG00000250344	4	121071429	121080476	+	lncRNA
DUTP8	ENSG00000214904	4	98048555	98049043	+	processed_pseudogene
SAR1AP3	ENSG00000225665	4	120342056	120342647	+	processed_pseudogene
SPOPLP1	ENSG00000251284	4	69125274	69126451	+	processed_pseudogene
SLC7A11	ENSG00000151012	4	138164097	138242349	-	protein_coding
MTCYBP44	ENSG00000248282	4	81733385	81734207	-	processed_pseudogene
NDUFB4P12	ENSG00000124399	4	43898962	43899351	+	processed_pseudogene
TMEM248P1	ENSG00000249555	4	125723267	125724217	-	processed_pseudogene
PGBD4P4	ENSG00000248877	4	130494673	130495285	+	processed_pseudogene
TPI1P4	ENSG00000225455	4	49016682	49017154	-	processed_pseudogene
KRT18P54	ENSG00000250834	4	135371177	135371924	-	processed_pseudogene
EEF1A1P35	ENSG00000250144	4	135045464	135046850	+	processed_pseudogene
SLC10A6	ENSG00000145283	4	86823468	86849384	-	protein_coding
CRYZP2	ENSG00000250293	4	97916353	97917401	-	processed_pseudogene
RPL17P19	ENSG00000241261	4	61211652	61212203	+	processed_pseudogene
ARHGAP24	ENSG00000138639	4	85475150	86002668	+	protein_coding
RPS3AP19	ENSG00000244004	4	9563171	9563950	+	processed_pseudogene
RPL21P52	ENSG00000242431	4	47490967	47491471	-	processed_pseudogene
PCDH10	ENSG00000138650	4	133149294	133208606	+	protein_coding
THAP9-AS1	ENSG00000251022	4	82893009	82900960	-	lncRNA
MAPRE1P2	ENSG00000250076	4	33010948	33011746	-	processed_pseudogene
RNF150	ENSG00000170153	4	140859807	141212877	-	protein_coding
LINC02429	ENSG00000251266	4	58984215	59046959	+	lncRNA
RPL7L1P14	ENSG00000250403	4	99990737	99991477	-	processed_pseudogene
GTF2F2P1	ENSG00000251254	4	147506091	147506765	+	processed_pseudogene
RPS23P2	ENSG00000213448	4	137448087	137448501	+	processed_pseudogene
PES1P1	ENSG00000248191	4	134327063	134328798	+	processed_pseudogene
SERF1AP1	ENSG00000250813	4	137301001	137301187	-	processed_pseudogene
R3HDM2P1	ENSG00000248735	4	133124104	133126063	+	processed_pseudogene
CDRT15P11	ENSG00000251345	4	129133106	129134098	+	processed_pseudogene
RBM46	ENSG00000151962	4	154781213	154828813	+	protein_coding
COX7A2P2	ENSG00000236764	4	96902801	96903050	+	processed_pseudogene
MTCYBP17	ENSG00000249247	4	155451617	155452405	-	unprocessed_pseudogene
LINC02511	ENSG00000248869	4	136795919	137212799	-	lncRNA
RTN3P1	ENSG00000251333	4	145375543	145376253	+	processed_pseudogene
EEF1GP8	ENSG00000234125	4	129903010	129904163	+	processed_pseudogene
YWHAEP4	ENSG00000250205	4	155381042	155381239	-	processed_pseudogene
PSME2P3	ENSG00000248988	4	159007119	159007835	+	processed_pseudogene
STMN1P2	ENSG00000251440	4	137425426	137425864	-	processed_pseudogene
BTF3P13	ENSG00000227118	4	98740742	98741231	+	processed_pseudogene
MTATP6P9	ENSG00000248420	4	155457961	155458640	-	unprocessed_pseudogene
GLRA3	ENSG00000145451	4	174636920	174829247	-	protein_coding
JADRR	ENSG00000280711	4	128768228	128769948	+	lncRNA
TARS2P1	ENSG00000248104	4	135565117	135567157	-	processed_pseudogene
RPL31P26	ENSG00000241281	4	147425974	147426351	-	processed_pseudogene
LINC02431	ENSG00000248872	4	171040564	171059163	+	lncRNA
ZSWIM5P3	ENSG00000248958	4	129135926	129139740	-	processed_pseudogene
ADAM20P2	ENSG00000248574	4	175574868	175576140	+	processed_pseudogene
EEF1A1P21	ENSG00000249542	4	29748757	29750100	+	processed_pseudogene
LINC02512	ENSG00000251061	4	170343089	170372311	+	lncRNA
TSEN2P1	ENSG00000251174	4	175494614	175496000	+	processed_pseudogene
MTND6P17	ENSG00000249770	4	155452526	155453044	+	unprocessed_pseudogene
ING2	ENSG00000168556	4	183505058	183512429	+	protein_coding
LINC01179	ENSG00000249500	4	165684639	165762778	+	lncRNA
MTND2P33	ENSG00000248907	4	155461633	155462663	-	unprocessed_pseudogene
FABP5P12	ENSG00000249367	4	159026139	159026527	+	processed_pseudogene
RWDD4	ENSG00000182552	4	183639635	183659203	-	protein_coding
PRMT5P1	ENSG00000249004	4	147458724	147459321	-	processed_pseudogene
RPL21P48	ENSG00000242318	4	98409290	98409763	+	processed_pseudogene
MTCO2P9	ENSG00000249386	4	155458870	155459563	-	unprocessed_pseudogene
FBLP1	ENSG00000248376	4	183418890	183419805	-	processed_pseudogene
ASS1P8	ENSG00000251418	4	148526493	148527139	-	processed_pseudogene
MYL12BP2	ENSG00000227765	4	184299129	184299640	-	processed_pseudogene
NDUFB2P1	ENSG00000249074	4	154724586	154724880	+	processed_pseudogene
SPMIP2	ENSG00000164123	4	158893134	159038760	-	protein_coding
WWC2-AS1	ENSG00000251128	4	183233628	183240634	-	lncRNA
MTND1P22	ENSG00000251407	4	155462873	155463823	-	unprocessed_pseudogene
TLL1	ENSG00000038295	4	165873237	166104457	+	protein_coding
MTHFD2P4	ENSG00000251253	4	162322188	162323907	+	processed_pseudogene
ADAM29	ENSG00000168594	4	174829668	174978180	+	protein_coding
NDUFB5P1	ENSG00000251025	4	180573464	180574027	-	processed_pseudogene
SPATA4	ENSG00000150628	4	176184579	176195585	-	protein_coding
LINC02504	ENSG00000248339	4	171289475	171298267	-	lncRNA
MTCO1P9	ENSG00000251223	4	155459704	155461237	-	unprocessed_pseudogene
LINC02477	ENSG00000249425	4	160539254	160586817	+	lncRNA
CLDN24	ENSG00000185758	4	183321764	183322426	-	protein_coding
MARK2P4	ENSG00000250372	4	176012038	176014417	-	processed_pseudogene
SPCS3-AS1	ENSG00000248980	4	176308268	176320458	-	lncRNA
RPL35AP12	ENSG00000227283	4	163382179	163382516	+	processed_pseudogene
SPCS3	ENSG00000129128	4	176319966	176332245	+	protein_coding
TRIML1	ENSG00000184108	4	188139441	188147743	+	protein_coding
MTND5P9	ENSG00000248748	4	155453049	155454803	-	unprocessed_pseudogene
TOMM22P4	ENSG00000248396	4	162521682	162522041	+	processed_pseudogene
AKIRIN2P1	ENSG00000251482	4	149789952	149790303	+	processed_pseudogene
LINC02514	ENSG00000250042	4	187370648	187371921	+	lncRNA
LINC02430	ENSG00000250252	4	149147793	149154175	-	lncRNA
PHB1P14	ENSG00000248913	4	167648430	167648796	+	processed_pseudogene
RPL6P11	ENSG00000250475	4	157968412	157969615	-	unprocessed_pseudogene
ICE2P1	ENSG00000248880	4	188387471	188389666	-	processed_pseudogene
DCHS2	ENSG00000197410	4	154231742	154491799	-	protein_coding
ADAM20P3	ENSG00000249162	4	187746094	187748199	-	processed_pseudogene
MTND4P8	ENSG00000248548	4	155455050	155456411	-	unprocessed_pseudogene
RPS23P4	ENSG00000240992	4	145269810	145270558	-	processed_pseudogene
MTND3P3	ENSG00000249127	4	155456638	155456981	-	unprocessed_pseudogene
HPGD	ENSG00000164120	4	174490175	174523154	-	protein_coding
TKTL2	ENSG00000151005	4	163471095	163473754	-	protein_coding
YWHAQP4	ENSG00000177803	4	163932526	163933182	+	processed_pseudogene
COPS3P1	ENSG00000251643	4	187441677	187444298	-	processed_pseudogene
NWD2	ENSG00000174145	4	37244743	37449463	+	protein_coding
MTCO3P9	ENSG00000249698	4	155457180	155457960	-	unprocessed_pseudogene
LINC02496	ENSG00000249066	4	60750575	60796103	+	lncRNA
ATP5MGP4	ENSG00000225176	4	148703526	148703832	-	processed_pseudogene
NPY2R	ENSG00000185149	4	155208636	155217078	+	protein_coding
SETP12	ENSG00000251609	4	120895494	120897083	-	processed_pseudogene
RPL7AP27	ENSG00000242169	4	188349376	188350024	-	processed_pseudogene
LINC02437	ENSG00000248517	4	184988997	185005186	+	lncRNA
DPP3P1	ENSG00000250768	4	64430909	64433215	+	processed_pseudogene
HSPE1P23	ENSG00000250356	4	74917822	74918138	+	processed_pseudogene
GPM6A-DT	ENSG00000249106	4	175790307	175812189	+	lncRNA
RN7SKP113	ENSG00000200761	4	4920770	4921064	-	misc_RNA
MIR548I2	ENSG00000221275	4	9556168	9556316	-	miRNA
Metazoa_SRP	ENSG00000203436	4	9711953	9712233	-	misc_RNA
RNA5SP154	ENSG00000252002	4	9792751	9792861	-	rRNA_pseudogene
RNA5SP156	ENSG00000222182	4	11414051	11414160	-	rRNA_pseudogene
RNU6-578P	ENSG00000212282	4	12312588	12312690	+	snRNA
SNORA63	ENSG00000202449	4	14690710	14690832	+	snoRNA
RN7SKP170	ENSG00000199420	4	15093767	15094094	-	misc_RNA
MIR572	ENSG00000207716	4	11368827	11368921	+	miRNA
SNORA75B	ENSG00000206780	4	17320746	17320882	-	snoRNA
U6	ENSG00000283271	4	13051342	13051411	+	snRNA
MIR573	ENSG00000207697	4	24520192	24520290	-	miRNA
RN7SL16P	ENSG00000243005	4	24563193	24563461	-	misc_RNA
RNU6-420P	ENSG00000239001	4	22118983	22119089	+	snRNA
RNA5SP157	ENSG00000251816	4	19181814	19181856	-	rRNA_pseudogene
RN7SL101P	ENSG00000243548	4	28711198	28711476	+	misc_RNA
MIR4275	ENSG00000283275	4	28819582	28819668	+	miRNA
RNU7-126P	ENSG00000238632	4	25598564	25598625	-	snRNA
U6	ENSG00000283666	4	29510635	29510737	+	snRNA
MIR1255B1	ENSG00000283207	4	36426366	36426428	-	miRNA
Y_RNA	ENSG00000222206	4	27223319	27223427	-	misc_RNA
RNU6-573P	ENSG00000206665	4	35495898	35496003	+	snRNA
MIR4801	ENSG00000264319	4	37241910	37241991	-	miRNA
RNU6-931P	ENSG00000200720	4	45480030	45480136	+	snRNA
RNU6-412P	ENSG00000252243	4	46531237	46531342	-	snRNA
RN7SL193P	ENSG00000239679	4	43863274	43863549	+	misc_RNA
RN7SKP199	ENSG00000222257	4	45995119	45995423	+	misc_RNA
RNU6-158P	ENSG00000252913	4	48932755	48932854	-	snRNA
MIR8053	ENSG00000277388	4	47652669	47652743	+	miRNA
Y_RNA	ENSG00000199780	4	59533786	59533898	+	misc_RNA
MIR548AG1	ENSG00000265829	4	60922619	60922684	+	miRNA
Y_RNA	ENSG00000202169	4	61906313	61906408	+	misc_RNA
RNU6-1325P	ENSG00000201775	4	59834063	59834167	+	snRNA
RNU6-699P	ENSG00000252890	4	66897262	66897371	+	snRNA
RNU6-191P	ENSG00000252104	4	64397694	64397787	-	snRNA
RNU1-63P	ENSG00000206629	4	67429591	67429754	-	snRNA
RNA5SP527	ENSG00000274759	4	67439992	67440118	+	rRNA
Y_RNA	ENSG00000201676	4	59833175	59833276	+	misc_RNA
RNU6ATAC5P	ENSG00000210839	4	73026748	73026873	+	snRNA
RNU4ATAC9P	ENSG00000252955	4	72965178	72965303	+	snRNA
RNU6-774P	ENSG00000200108	4	84233657	84233763	+	snRNA
RN7SKP48	ENSG00000201901	4	85100496	85100823	+	misc_RNA
Y_RNA	ENSG00000199530	4	82944738	82944845	-	misc_RNA
RNU6-615P	ENSG00000251874	4	83003412	83003517	+	snRNA
RNU6-1059P	ENSG00000200622	4	95868667	95868764	-	snRNA
MIR4451	ENSG00000266421	4	85722468	85722533	+	miRNA
RN7SKP28	ENSG00000201640	4	96348734	96349038	-	misc_RNA
RNU6-462P	ENSG00000199529	4	101723876	101723980	+	snRNA
RNU6-551P	ENSG00000252470	4	107435118	107435220	+	snRNA
RNU6-34P	ENSG00000201744	4	96152297	96152403	-	snRNA
RNU6-635P	ENSG00000252460	4	103924540	103924641	+	snRNA
Y_RNA	ENSG00000201633	4	83636196	83636290	-	misc_RNA
SNORA24	ENSG00000275994	4	118279190	118279320	+	snoRNA
RN7SL55P	ENSG00000243227	4	109450772	109451068	-	misc_RNA
MIR576	ENSG00000207988	4	109488698	109488795	+	miRNA
MIR8066	ENSG00000273882	4	101240795	101240872	-	miRNA
MIR1255A	ENSG00000221265	4	101330302	101330414	-	miRNA
RN7SKP137	ENSG00000223006	4	121061172	121061478	-	misc_RNA
RNU6-948P	ENSG00000252183	4	121192797	121192903	-	snRNA
RNU6-119P	ENSG00000201752	4	116839279	116839385	+	snRNA
RNU6-550P	ENSG00000212359	4	120810469	120810569	+	snRNA
Y_RNA	ENSG00000200553	4	119947131	119947232	+	misc_RNA
RNU1-89P	ENSG00000207322	4	135995929	135996092	-	snRNA
RNU6-224P	ENSG00000206782	4	131273242	131273348	+	snRNA
Y_RNA	ENSG00000207148	4	121329069	121329170	-	misc_RNA
RN7SL808P	ENSG00000240637	4	114799331	114799629	+	misc_RNA
U6	ENSG00000283432	4	135315418	135315522	-	snRNA
RNA5SP166	ENSG00000201846	4	148557947	148558048	+	rRNA_pseudogene
RNU7-197P	ENSG00000239168	4	148991572	148991633	-	snRNA
RNU6-1230P	ENSG00000207121	4	149934376	149934483	+	snRNA
RNA5SP167	ENSG00000202331	4	149907560	149907675	+	rRNA_pseudogene
RNA5SP165	ENSG00000252951	4	147745303	147745417	-	rRNA_pseudogene
RN7SKP253	ENSG00000252233	4	139794125	139794433	-	misc_RNA
MIR4799	ENSG00000264274	4	147782595	147782668	+	miRNA
RN7SL254P	ENSG00000240014	4	147808926	147809209	+	misc_RNA
MIR548G	ENSG00000221369	4	147344629	147344717	-	miRNA
Y_RNA	ENSG00000206978	4	159064297	159064398	-	misc_RNA
SNORD39	ENSG00000274535	4	158909373	158909450	-	snoRNA
RNU4-79P	ENSG00000199634	4	158395394	158395534	+	snRNA
Y_RNA	ENSG00000206711	4	166312935	166313034	-	misc_RNA
RN7SKP188	ENSG00000222721	4	167662986	167663302	+	misc_RNA
RNA5SP170	ENSG00000252959	4	166053187	166053287	-	rRNA_pseudogene
RNU6ATAC13P	ENSG00000251961	4	170891467	170891597	+	snRNA
RN7SKP105	ENSG00000253001	4	163828800	163829113	-	misc_RNA
Y_RNA	ENSG00000200521	4	157768013	157768113	-	misc_RNA
MIR6082	ENSG00000278502	4	171186184	171186292	+	miRNA
RN7SL776P	ENSG00000240772	4	167400495	167400762	-	misc_RNA
RNA5SP171	ENSG00000212373	4	166918364	166918478	-	rRNA_pseudogene
RNA5SP173	ENSG00000201727	4	178406695	178406830	+	rRNA_pseudogene
MIR4454	ENSG00000283468	4	163093574	163093628	-	miRNA
RNU6-335P	ENSG00000201433	4	183675603	183675715	-	snRNA
RNU6-1053P	ENSG00000251739	4	183705931	183706031	+	snRNA
RNU6-479P	ENSG00000252157	4	183653572	183653676	-	snRNA
RN7SL28P	ENSG00000244512	4	184278936	184279233	+	misc_RNA
RNU2-66P	ENSG00000222582	4	154787118	154787278	+	snRNA
RNU2-44P	ENSG00000252604	4	154790291	154790484	+	snRNA
MIR4276	ENSG00000265846	4	174423795	174423864	+	miRNA
RNU6-173P	ENSG00000201085	4	188121531	188121634	-	snRNA
RNU1-51P	ENSG00000202215	4	189709539	189709714	-	snRNA
RNU6-838P	ENSG00000200269	4	48106081	48106188	-	snRNA
U6	ENSG00000283499	4	48109353	48109410	-	snRNA
Y_RNA	ENSG00000202014	4	48153434	48153535	+	misc_RNA
MIR4449	ENSG00000264585	4	52712682	52712747	+	miRNA
SNORA26	ENSG00000212588	4	52713249	52713370	+	snoRNA
Y_RNA	ENSG00000199901	4	52786537	52786638	+	misc_RNA
RASL11B	ENSG00000128045	4	52862317	52866835	+	protein_coding
Y_RNA	ENSG00000252266	4	5426885	5426984	-	misc_RNA
RN7SKP275	ENSG00000201496	4	5458581	5458881	-	misc_RNA
RN7SL335P	ENSG00000241037	4	122087508	122087811	-	misc_RNA
ADAD1	ENSG00000164113	4	122378966	122429802	+	protein_coding
RNU6-668P	ENSG00000201050	4	164787290	164787396	+	snRNA
TRIM60P14	ENSG00000250227	4	164915565	164916983	+	processed_pseudogene
FAM218BP	ENSG00000221891	4	164929494	164929951	-	processed_pseudogene
NACA3P	ENSG00000121089	4	164943290	164943937	+	processed_pseudogene
RPL21P51	ENSG00000240674	4	165012366	165012845	-	processed_pseudogene
TRIM60	ENSG00000176979	4	165016458	165041749	+	protein_coding
AMTN	ENSG00000187689	4	70518569	70532743	+	protein_coding
ENAM	ENSG00000132464	4	70628744	70646824	+	protein_coding
UTP3	ENSG00000132467	4	70688532	70690551	+	protein_coding
RNU6-520P	ENSG00000207448	4	70701755	70701858	+	snRNA
RNU6-784P	ENSG00000207058	4	70703018	70703123	-	snRNA
U6	ENSG00000283313	4	70848136	70848218	-	snRNA
RNU6-891P	ENSG00000207007	4	70852130	70852240	+	snRNA
ALG1L14P	ENSG00000250268	4	9166297	9170270	-	unprocessed_pseudogene
USP17L10	ENSG00000231396	4	9210657	9212249	+	protein_coding
USP17L11	ENSG00000233136	4	9215405	9216997	+	protein_coding
USP17L12	ENSG00000227551	4	9220152	9221744	+	protein_coding
USP17L13	ENSG00000232399	4	9224896	9226488	+	protein_coding
USP17L17	ENSG00000249104	4	9243879	9245471	+	protein_coding
USP17L18	ENSG00000250844	4	9248630	9250222	+	protein_coding
USP17L23	ENSG00000250913	4	9272364	9272914	+	protein_coding
USP17L5	ENSG00000227140	4	9339403	9340995	+	protein_coding
USP17L27	ENSG00000235780	4	9344148	9345740	+	protein_coding
USP17L28	ENSG00000231051	4	9348893	9350485	+	protein_coding
USP17L29	ENSG00000231637	4	9353638	9355230	+	protein_coding
USP17L30	ENSG00000228856	4	9363129	9364721	+	protein_coding
DEFB108F	ENSG00000188438	4	9399204	9403565	+	unprocessed_pseudogene
RNA5SP153	ENSG00000252307	4	9411178	9411253	-	rRNA_pseudogene
DEFB130D	ENSG00000232773	4	9422313	9429702	+	unprocessed_pseudogene
USP17L20	ENSG00000250745	4	9258124	9259716	+	protein_coding
USP17L21	ENSG00000249811	4	9262872	9264464	+	protein_coding
USP17L22	ENSG00000248933	4	9267619	9269211	+	protein_coding
USP17L24	ENSG00000232264	4	9325165	9326757	+	protein_coding
USP17L25	ENSG00000230430	4	9329911	9331503	+	protein_coding
USP17L26	ENSG00000229579	4	9334658	9336250	+	protein_coding
USP17L14P	ENSG00000249482	4	9229641	9231233	+	unprocessed_pseudogene
USP17L16P	ENSG00000250231	4	9239130	9240722	+	unprocessed_pseudogene
USP17L19	ENSG00000248920	4	9253378	9254970	+	protein_coding
USP17L9P	ENSG00000251694	4	9358383	9359975	+	unprocessed_pseudogene
USP17L6P	ENSG00000205946	4	9367874	9369070	+	unprocessed_pseudogene
LINC02173	ENSG00000249613	4	106433489	106453449	+	lncRNA
GIMD1	ENSG00000250298	4	106357392	106368778	-	protein_coding
DANCR	ENSG00000226950	4	52712325	52723623	+	lncRNA
NUDT6	ENSG00000170917	4	122888697	122922968	-	protein_coding
RNU6-1196P	ENSG00000252030	4	153265662	153265755	-	snRNA
Y_RNA	ENSG00000201786	4	153266909	153267010	-	misc_RNA
