Gene_Symbol	Gene_ID	Chr	Start	End	Strand	Biotype
TUBB1P2	ENSG00000228578	Y	17516836	17519038	-	unprocessed_pseudogene
ACTR3BP1	ENSG00000270242	Y	11395699	11397076	+	processed_pseudogene
RPS24P1	ENSG00000236477	Y	12244752	12245457	+	processed_pseudogene
RCC2P2	ENSG00000237997	Y	19986575	19987852	-	processed_pseudogene
ZNF736P8Y	ENSG00000244246	Y	7913422	7914090	-	processed_pseudogene
BPY2	ENSG00000183753	Y	22973819	23005465	+	protein_coding
MTND1P12	ENSG00000225433	Y	11445418	11445564	-	unprocessed_pseudogene
CTBP2P1	ENSG00000235857	Y	56855244	56855488	+	processed_pseudogene
MTND6P1	ENSG00000223955	Y	8363536	8363959	-	processed_pseudogene
PABPC1P5	ENSG00000270455	Y	11335627	11337693	+	processed_pseudogene
RCC2P1	ENSG00000234385	Y	11781052	11782527	-	processed_pseudogene
SHROOM2P1	ENSG00000226863	Y	12537773	12544883	+	transcribed_unprocessed_pseudogene
DUX4L18	ENSG00000259029	Y	11321557	11322823	+	unprocessed_pseudogene
ZNF736P11Y	ENSG00000215537	Y	22866544	22867756	-	processed_pseudogene
BPY2DP	ENSG00000229745	Y	7932997	7937640	-	unprocessed_pseudogene
CHEK2P1	ENSG00000275828	Y	11412548	11418716	+	unprocessed_pseudogene
ZNF886P	ENSG00000232522	Y	20001185	20012204	-	unprocessed_pseudogene
OFD1P16Y	ENSG00000277519	Y	21817579	21818218	-	unprocessed_pseudogene
ASS1P6	ENSG00000215583	Y	11922536	11923769	-	processed_pseudogene
SNX18P1Y	ENSG00000274162	Y	11178306	11178816	+	processed_pseudogene
MED14P1	ENSG00000233774	Y	12618983	12634402	-	unprocessed_pseudogene
ZNF885P	ENSG00000228764	Y	20390051	20396796	+	processed_pseudogene
ARSFP1	ENSG00000232226	Y	12252321	12258033	-	transcribed_unprocessed_pseudogene
ZNF736P7Y	ENSG00000241200	Y	7990987	7991806	-	processed_pseudogene
SURF6P1	ENSG00000228518	Y	17192826	17193652	+	processed_pseudogene
ANKRD20A6P	ENSG00000274502	Y	11173618	11173821	+	processed_pseudogene
RBMY2KP	ENSG00000225809	Y	8264449	8277188	-	unprocessed_pseudogene
TTTY19	ENSG00000232419	Y	8704472	8705283	+	lncRNA
TTTY4	ENSG00000226906	Y	22936455	22973284	+	lncRNA
MXRA5Y	ENSG00000235649	Y	11957208	11987386	+	unprocessed_pseudogene
DUX4L16	ENSG00000258567	Y	11306918	11308181	+	unprocessed_pseudogene
MTCYBP1	ENSG00000234179	Y	8364032	8365150	+	processed_pseudogene
TTTY17A	ENSG00000228240	Y	22851584	22852715	+	lncRNA
AGPAT5P1	ENSG00000234652	Y	3293808	3294826	+	processed_pseudogene
FAM41AY1	ENSG00000224989	Y	17500958	17515018	+	lncRNA
TRIM60P3Y	ENSG00000227830	Y	8413037	8414054	-	processed_pseudogene
MTND1P1	ENSG00000226529	Y	8371663	8372030	+	processed_pseudogene
PRRC2CP1	ENSG00000216777	Y	3549652	3549810	-	processed_pseudogene
ZNF736P10Y	ENSG00000216824	Y	8418791	8419900	-	processed_pseudogene
MTND2P3	ENSG00000234850	Y	8372241	8372710	+	processed_pseudogene
ARSDP1	ENSG00000225117	Y	12354096	12387328	+	unprocessed_pseudogene
CDY4P	ENSG00000228411	Y	12801973	12803830	-	processed_pseudogene
UBE2V1P3	ENSG00000229518	Y	3866306	3866722	-	processed_pseudogene
FAM8A4P	ENSG00000232730	Y	12321623	12322835	+	processed_pseudogene
TRIM60P8Y	ENSG00000232764	Y	23025594	23026663	+	processed_pseudogene
MED13P1	ENSG00000236131	Y	14907898	14908068	+	processed_pseudogene
CYCSP46	ENSG00000227949	Y	14941547	14941750	-	processed_pseudogene
RNU6-303P	ENSG00000252900	Y	4174985	4175090	-	snRNA
RN7SL702P	ENSG00000243980	Y	12273473	12273764	+	misc_RNA
RNA5SP520	ENSG00000252315	Y	17557864	17557976	+	rRNA_pseudogene
RNA5SP521	ENSG00000252012	Y	17559774	17559889	+	rRNA_pseudogene
RNU6-109P	ENSG00000252173	Y	16248935	16249041	+	snRNA
RNU6-184P	ENSG00000252323	Y	16336283	16336389	-	snRNA
HSFY2	ENSG00000169953	Y	18731440	18773735	-	protein_coding
GPM6BP2	ENSG00000236429	Y	18741843	18741986	-	unprocessed_pseudogene
USP9YP2	ENSG00000249501	Y	18776279	18779427	-	unprocessed_pseudogene
ELOCP14	ENSG00000228193	Y	18787750	18788080	+	processed_pseudogene
XKRYP2	ENSG00000230904	Y	18811338	18811829	-	unprocessed_pseudogene
USP9YP10	ENSG00000238135	Y	18826107	18829487	+	unprocessed_pseudogene
RNU1-41P	ENSG00000251970	Y	18833729	18833890	-	snRNA
OFD1P7Y	ENSG00000238088	Y	18848264	18867280	+	unprocessed_pseudogene
MTCYBP2	ENSG00000217179	Y	18872102	18872272	+	processed_pseudogene
ZNF839P1	ENSG00000217896	Y	18985175	18986398	+	processed_pseudogene
CD24P4	ENSG00000185275	Y	18992467	18992709	-	processed_pseudogene
RNU6-255P	ENSG00000252766	Y	19018983	19019087	-	snRNA
GAPDHP19	ENSG00000234529	Y	19327569	19328573	+	processed_pseudogene
CLUHP1	ENSG00000238191	Y	17621259	17625832	-	unprocessed_pseudogene
TAF9P1	ENSG00000226353	Y	17628513	17629402	+	processed_pseudogene
CDY5P	ENSG00000226449	Y	17721598	17723177	+	unprocessed_pseudogene
ELOCP36	ENSG00000225896	Y	17726752	17727080	+	processed_pseudogene
ACTG1P2	ENSG00000229129	Y	17757001	17758125	-	processed_pseudogene
USP9YP23	ENSG00000223555	Y	17782210	17784815	+	unprocessed_pseudogene
USP9YP27	ENSG00000235521	Y	17788315	17789484	-	unprocessed_pseudogene
RNU1-128P	ENSG00000252513	Y	17789003	17789162	-	snRNA
TRAPPC2P3	ENSG00000224964	Y	17797983	17800696	-	unprocessed_pseudogene
ELOCP6	ENSG00000225740	Y	17837201	17837528	-	processed_pseudogene
CDY6P	ENSG00000229138	Y	17882099	17883708	-	unprocessed_pseudogene
USP9YP7	ENSG00000224485	Y	17908755	17910806	+	unprocessed_pseudogene
USP9YP6	ENSG00000226116	Y	17912699	17921630	-	unprocessed_pseudogene
CDY7P	ENSG00000237558	Y	17951589	17953500	+	unprocessed_pseudogene
USP9YP34	ENSG00000233378	Y	17984349	17993260	+	unprocessed_pseudogene
USP9YP32	ENSG00000237616	Y	17995201	17997252	-	unprocessed_pseudogene
CDY8P	ENSG00000224033	Y	18022299	18023908	+	unprocessed_pseudogene
ELOCP12	ENSG00000230412	Y	18068483	18068810	+	processed_pseudogene
TRAPPC2P8	ENSG00000225895	Y	18105314	18108102	+	unprocessed_pseudogene
USP9YP15	ENSG00000233120	Y	18116527	18117695	+	unprocessed_pseudogene
RNU1-95P	ENSG00000252166	Y	18116848	18117007	+	snRNA
USP9YP16	ENSG00000232744	Y	18121195	18123799	-	unprocessed_pseudogene
ACTG1P11	ENSG00000229465	Y	18147884	18149008	+	processed_pseudogene
ELOCP26	ENSG00000236599	Y	18178932	18179260	-	processed_pseudogene
CDY9P	ENSG00000232899	Y	18182835	18184414	-	unprocessed_pseudogene
TAF9P2	ENSG00000229302	Y	18276607	18277495	-	processed_pseudogene
CLUHP2	ENSG00000228945	Y	18280178	18284761	+	unprocessed_pseudogene
RNA5SP522	ENSG00000251953	Y	18346123	18346238	-	rRNA_pseudogene
RNA5SP523	ENSG00000252667	Y	18348035	18348147	-	rRNA_pseudogene
TUBB1P1	ENSG00000249726	Y	18386974	18389151	+	unprocessed_pseudogene
ELOCP13	ENSG00000225716	Y	18440797	18441125	+	processed_pseudogene
OFD1P4Y	ENSG00000229406	Y	18453150	18472137	-	unprocessed_pseudogene
RNU1-48P	ENSG00000252209	Y	18486511	18486672	+	snRNA
USP9YP5	ENSG00000249634	Y	18490915	18494295	-	unprocessed_pseudogene
XKRYP1	ENSG00000238067	Y	18508577	18509068	+	unprocessed_pseudogene
ELOCP7	ENSG00000230377	Y	18532326	18532656	-	processed_pseudogene
USP9YP1	ENSG00000250951	Y	18540980	18544128	+	unprocessed_pseudogene
GPM6BP1	ENSG00000230458	Y	18578417	18578560	+	unprocessed_pseudogene
RAB9AP4	ENSG00000235479	Y	18649671	18650279	+	unprocessed_pseudogene
TRAPPC2P7	ENSG00000249606	Y	18655520	18656190	-	unprocessed_pseudogene
HSFY1	ENSG00000172468	Y	18546691	18588963	+	protein_coding
TGIF2LY	ENSG00000176679	Y	3579067	3580041	+	protein_coding
CDY2A	ENSG00000182415	Y	18025787	18027746	+	protein_coding
ZNF736P3Y	ENSG00000233126	Y	23049247	23051195	+	processed_pseudogene
TRIM60P9Y	ENSG00000227251	Y	23058030	23059186	+	processed_pseudogene
RN7SKP282	ENSG00000252633	Y	7324297	7324595	-	misc_RNA
Y_RNA	ENSG00000251996	Y	7341531	7341642	+	misc_RNA
RNU6-941P	ENSG00000252155	Y	7378672	7378779	+	snRNA
RNU6-521P	ENSG00000252472	Y	7423054	7423158	-	snRNA
SRIP3	ENSG00000224953	Y	6718962	6719180	-	processed_pseudogene
GOT2P5	ENSG00000233634	Y	6837707	6838252	+	processed_pseudogene
ATP5PFP1	ENSG00000237701	Y	6900753	6901372	+	processed_pseudogene
TRIM60P10Y	ENSG00000232976	Y	24659337	24660406	+	processed_pseudogene
ZNF736P2Y	ENSG00000226270	Y	24683657	24684935	+	processed_pseudogene
TRIM60P11Y	ENSG00000227837	Y	24691791	24692932	+	processed_pseudogene
ZNF736P1Y	ENSG00000223978	Y	24985201	24986476	-	processed_pseudogene
ZNF736P5Y	ENSG00000230819	Y	25018499	25019303	-	processed_pseudogene
BPY2C	ENSG00000185894	Y	25030901	25062548	-	protein_coding
TTTY4C	ENSG00000228296	Y	25063083	25099892	-	lncRNA
DAZ4	ENSG00000205916	Y	24833843	24907040	+	protein_coding
CDY2B	ENSG00000129873	Y	17878260	17880220	-	protein_coding
RNU6-1334P	ENSG00000251841	Y	2784749	2784853	+	snRNA
SRY	ENSG00000184895	Y	2786855	2787682	-	protein_coding
TOMM22P2	ENSG00000232195	Y	2827982	2828218	+	processed_pseudogene
RPS4Y1	ENSG00000129824	Y	2841602	2932000	+	protein_coding
NAP1L1P2	ENSG00000229163	Y	2929001	2931120	-	processed_pseudogene
EEF1A1P41	ENSG00000223600	Y	2995067	2995273	-	processed_pseudogene
PSMA6P1	ENSG00000215414	Y	13286638	13287378	+	processed_pseudogene
SFPQP1	ENSG00000224035	Y	13083790	13095805	+	processed_pseudogene
DPPA2P1	ENSG00000223915	Y	13230884	13231439	+	processed_pseudogene
CASKP1	ENSG00000234059	Y	12930165	12948182	-	unprocessed_pseudogene
TMSB4Y	ENSG00000154620	Y	13703899	13706024	+	protein_coding
VCY	ENSG00000129864	Y	13985772	13986473	-	protein_coding
DAZ3	ENSG00000187191	Y	24763069	24813492	-	protein_coding
DAZ1	ENSG00000188120	Y	23129355	23199010	-	protein_coding
SNORA70	ENSG00000251925	Y	23423099	23423236	-	snoRNA
AMELY	ENSG00000099721	Y	6865918	6911752	-	protein_coding
TBL1Y	ENSG00000092377	Y	6910686	7101970	+	protein_coding
DAZ2	ENSG00000205944	Y	23219447	23291356	+	protein_coding
AGKP1	ENSG00000226555	Y	14639096	14640358	+	processed_pseudogene
NLGN4Y-AS1	ENSG00000228787	Y	14793642	14804033	-	lncRNA
CDY22P	ENSG00000229343	Y	25813013	25814566	+	unprocessed_pseudogene
ELOCP17	ENSG00000232695	Y	25860943	25861268	+	processed_pseudogene
OFD1P18Y	ENSG00000235511	Y	25871931	25898653	-	unprocessed_pseudogene
TRAPPC2P4	ENSG00000232914	Y	25904518	25907250	+	unprocessed_pseudogene
RAB9AP3	ENSG00000223655	Y	25918323	25918895	-	processed_pseudogene
USP9YP20	ENSG00000230854	Y	25923388	25929826	+	unprocessed_pseudogene
RNU1-40P	ENSG00000252625	Y	25928979	25929142	+	snRNA
USP9YP21	ENSG00000227635	Y	25933833	25935881	-	unprocessed_pseudogene
XKRYP6	ENSG00000237546	Y	25943268	25954152	+	unprocessed_pseudogene
ELOCP11	ENSG00000227867	Y	25991241	25991572	-	processed_pseudogene
CDY23P	ENSG00000231716	Y	25994684	25995697	-	unprocessed_pseudogene
USP9YP26	ENSG00000234744	Y	26002254	26008856	+	unprocessed_pseudogene
HSFY8P	ENSG00000233156	Y	26011435	26012237	+	unprocessed_pseudogene
SNORA70	ENSG00000251796	Y	26247384	26247521	+	snoRNA
RNU6-1314P	ENSG00000252948	Y	26360989	26361092	+	snRNA
CYCSP48	ENSG00000233843	Y	26400611	26401230	+	processed_pseudogene
VCY1B	ENSG00000129862	Y	14056227	14056958	+	protein_coding
PNPLA4P1	ENSG00000235451	Y	14081075	14086600	+	unprocessed_pseudogene
TBL1YP1	ENSG00000225624	Y	20727254	20742900	+	unprocessed_pseudogene
RPS4Y2	ENSG00000280969	Y	20756108	20781032	+	protein_coding
HSFY4P	ENSG00000224482	Y	20808776	20811809	-	unprocessed_pseudogene
GAPDHP17	ENSG00000229551	Y	20861337	20862337	+	processed_pseudogene
TMEM167AP1	ENSG00000226504	Y	20907344	20907562	-	processed_pseudogene
TOMM22P1	ENSG00000237427	Y	21130870	21131181	+	processed_pseudogene
NEFLP1	ENSG00000232634	Y	21221106	21222089	-	processed_pseudogene
PRORY	ENSG00000183146	Y	21382954	21386360	-	lncRNA
TSPY14P	ENSG00000169849	Y	21468158	21470683	+	unprocessed_pseudogene
RBMY1HP	ENSG00000169811	Y	21493519	21501968	+	unprocessed_pseudogene
TTTY13	ENSG00000184991	Y	21565092	21605081	-	lncRNA
ELOCP5	ENSG00000271123	Y	21631683	21632015	-	processed_pseudogene
CDY10P	ENSG00000226042	Y	21637475	21639041	-	unprocessed_pseudogene
USP9YP3	ENSG00000237023	Y	21661926	21674008	+	unprocessed_pseudogene
USP9YP8	ENSG00000229416	Y	21677246	21681118	-	unprocessed_pseudogene
CDY11P	ENSG00000230029	Y	21696570	21698220	+	unprocessed_pseudogene
HSFY6P	ENSG00000224169	Y	23657839	23659058	-	unprocessed_pseudogene
USP9YP18	ENSG00000223407	Y	23659466	23667822	-	unprocessed_pseudogene
CDY14P	ENSG00000226873	Y	23674379	23675392	+	unprocessed_pseudogene
ELOCP16	ENSG00000227915	Y	23678504	23678835	+	unprocessed_pseudogene
XKRYP3	ENSG00000236620	Y	23715922	23726808	-	unprocessed_pseudogene
USP9YP25	ENSG00000224866	Y	23734193	23736249	+	unprocessed_pseudogene
USP9YP29	ENSG00000232424	Y	23740258	23746693	-	unprocessed_pseudogene
RNU1-97P	ENSG00000252681	Y	23740942	23741105	-	snRNA
RAB9AP1	ENSG00000232910	Y	23751188	23751760	+	unprocessed_pseudogene
TRAPPC2P9	ENSG00000232845	Y	23762838	23765583	-	unprocessed_pseudogene
OFD1P11Y	ENSG00000237302	Y	23771232	23798150	+	unprocessed_pseudogene
RNU2-57P	ENSG00000252468	Y	5019076	5019266	+	snRNA
VDAC1P6	ENSG00000231341	Y	5207215	5208069	-	processed_pseudogene
EIF4A1P2	ENSG00000235001	Y	5337745	5338964	-	processed_pseudogene
KRT18P10	ENSG00000214207	Y	5573145	5574431	+	processed_pseudogene
SNX3P1Y	ENSG00000278585	Y	5634480	5634655	-	processed_pseudogene
RPL26P37	ENSG00000235175	Y	5793300	5793737	-	processed_pseudogene
PCDH11Y	ENSG00000099715	Y	5000226	5742224	+	protein_coding
ELOCP9	ENSG00000231540	Y	23808821	23809059	-	processed_pseudogene
CDY15P	ENSG00000223362	Y	23855522	23857091	-	unprocessed_pseudogene
XKRYP4	ENSG00000231026	Y	23917241	23917723	-	unprocessed_pseudogene
USP9YP13	ENSG00000224571	Y	23919905	23921510	+	unprocessed_pseudogene
USP9YP11	ENSG00000226369	Y	23934953	23940101	+	unprocessed_pseudogene
TTTY3B	ENSG00000280961	Y	23936727	23941622	-	lncRNA
USP9YP12	ENSG00000227871	Y	23945927	23952293	-	unprocessed_pseudogene
RNU1-86P	ENSG00000251917	Y	23946618	23946771	-	snRNA
RAB9AP5	ENSG00000231423	Y	23956569	23960218	+	unprocessed_pseudogene
TRAPPC2P10	ENSG00000228465	Y	23967564	23970694	-	unprocessed_pseudogene
OFD1P12Y	ENSG00000232585	Y	23972780	23995081	+	unprocessed_pseudogene
ELOCP10	ENSG00000234081	Y	24006911	24007237	-	processed_pseudogene
CDY1B	ENSG00000172352	Y	24045229	24048019	-	protein_coding
CDY17P	ENSG00000231375	Y	24049878	24051487	-	unprocessed_pseudogene
USP9YP35	ENSG00000237467	Y	24077799	24079812	+	unprocessed_pseudogene
USP9YP31	ENSG00000229250	Y	24081704	24090346	-	unprocessed_pseudogene
CDY18P	ENSG00000232205	Y	24104107	24106018	+	unprocessed_pseudogene
RN7SL818P	ENSG00000274234	Y	24210958	24211216	-	misc_RNA
UBE2Q2P4Y	ENSG00000225491	Y	24232826	24238984	-	unprocessed_pseudogene
LINC00265-2P	ENSG00000224827	Y	24276245	24277026	+	processed_pseudogene
CICP2	ENSG00000233740	Y	24278337	24281140	-	processed_pseudogene
RBMY2XP	ENSG00000234399	Y	24396604	24403526	-	unprocessed_pseudogene
TTTY17B	ENSG00000227439	Y	24485332	24486463	+	lncRNA
TRIM60P5Y	ENSG00000224210	Y	24494709	24495583	-	processed_pseudogene
ZNF736P12Y	ENSG00000232003	Y	24500263	24501505	-	processed_pseudogene
TTTY4B	ENSG00000235412	Y	24570202	24607025	+	lncRNA
BPY2B	ENSG00000183795	Y	24607560	24639207	+	protein_coding
ZNF736P4Y	ENSG00000236379	Y	25168599	25169841	+	processed_pseudogene
RBMY2YP	ENSG00000227633	Y	25266584	25273531	+	unprocessed_pseudogene
CICP1	ENSG00000233652	Y	25388992	25391811	+	processed_pseudogene
LINC00265-3P	ENSG00000233944	Y	25393154	25394056	-	processed_pseudogene
UBE2Q2P5Y	ENSG00000223636	Y	25431156	25437315	+	unprocessed_pseudogene
GOLGA2P3Y	ENSG00000172297	Y	25454561	25460572	+	unprocessed_pseudogene
RN7SL725P	ENSG00000278242	Y	25458926	25459184	+	misc_RNA
CDY19P	ENSG00000237823	Y	25564122	25566033	-	unprocessed_pseudogene
USP9YP36	ENSG00000229709	Y	25579790	25588444	+	unprocessed_pseudogene
USP9YP33	ENSG00000232064	Y	25590323	25592345	-	unprocessed_pseudogene
CDY20P	ENSG00000225609	Y	25618644	25620253	+	unprocessed_pseudogene
ELOCP34	ENSG00000270535	Y	25662900	25663226	+	processed_pseudogene
OFD1P13Y	ENSG00000225287	Y	25675060	25697346	-	unprocessed_pseudogene
TRAPPC2P5	ENSG00000225256	Y	25699451	25702562	+	unprocessed_pseudogene
RAB9AP2	ENSG00000223856	Y	25709908	25713557	-	unprocessed_pseudogene
USP9YP30	ENSG00000235004	Y	25723016	25724186	+	unprocessed_pseudogene
RNU1-107P	ENSG00000252426	Y	25723342	25723495	+	snRNA
TTTY3	ENSG00000231141	Y	25728490	25733388	+	lncRNA
USP9YP9	ENSG00000232614	Y	25730011	25735160	-	unprocessed_pseudogene
USP9YP19	ENSG00000225326	Y	25748596	25750206	-	unprocessed_pseudogene
XKRYP5	ENSG00000223406	Y	25752388	25752870	+	unprocessed_pseudogene
CYCSP49	ENSG00000224240	Y	26549425	26549743	+	processed_pseudogene
SLC25A15P1	ENSG00000227629	Y	26586642	26591601	-	unprocessed_pseudogene
PARP4P1	ENSG00000237917	Y	26594851	26634652	-	unprocessed_pseudogene
CCNQP2	ENSG00000231514	Y	26626520	26627159	-	processed_pseudogene
CDY1	ENSG00000172288	Y	25622117	25624902	+	protein_coding
RBMY1B	ENSG00000242875	Y	21511338	21525786	+	protein_coding
RBMY1A1	ENSG00000234414	Y	21534879	21549326	+	protein_coding
RFTN1P1	ENSG00000234795	Y	7712985	7776707	-	transcribed_unprocessed_pseudogene
TTTY11	ENSG00000180910	Y	8789000	8789302	-	transcribed_unprocessed_pseudogene
ARSLP1	ENSG00000224060	Y	12339813	12347487	+	transcribed_unprocessed_pseudogene
OFD1P6Y	ENSG00000242153	Y	18674033	18738089	+	transcribed_unprocessed_pseudogene
XKRY	ENSG00000250868	Y	17769116	17777400	-	transcribed_unprocessed_pseudogene
XKRYP7	ENSG00000244646	Y	18128610	18136886	+	transcribed_unprocessed_pseudogene
HSFY3P	ENSG00000227289	Y	2881683	2883652	-	transcribed_unprocessed_pseudogene
TAB3P1	ENSG00000235462	Y	13153931	13162214	-	transcribed_unprocessed_pseudogene
ANOS2P	ENSG00000241859	Y	13751656	13915824	+	transcribed_unprocessed_pseudogene
RBMY2EP	ENSG00000223637	Y	21394991	21401585	-	transcribed_unprocessed_pseudogene
GOLGA2P2Y	ENSG00000239533	Y	24209567	24215581	-	transcribed_unprocessed_pseudogene
GOLGA2P2Y	ENSG00000291016	Y	24209967	24214831	-	lncRNA
TXLNGY	ENSG00000131002	Y	19567382	19604120	+	transcribed_unprocessed_pseudogene
GYG2P1	ENSG00000206159	Y	12406796	12420322	-	transcribed_unprocessed_pseudogene
CDY3P	ENSG00000232235	Y	9166085	9167702	-	processed_pseudogene
USP9YP22	ENSG00000224408	Y	9183694	9185803	+	unprocessed_pseudogene
USP9YP4	ENSG00000238154	Y	9189629	9204611	-	unprocessed_pseudogene
ELOCP4	ENSG00000232924	Y	9230915	9231247	+	processed_pseudogene
TTTY20	ENSG00000232808	Y	9329880	9334832	-	lncRNA
TSPY4	ENSG00000233803	Y	9337464	9340284	+	protein_coding
FAM197Y7	ENSG00000228383	Y	9367803	9375681	-	lncRNA
FAM197Y6	ENSG00000237802	Y	9388122	9396027	-	lncRNA
TSPY8	ENSG00000229549	Y	9357797	9360599	+	protein_coding
TSPY3	ENSG00000228927	Y	9398421	9401223	+	protein_coding
RBMY2CP	ENSG00000215540	Y	23537308	23546942	-	transcribed_processed_pseudogene
RBMY2DP	ENSG00000215507	Y	26123674	26133308	+	transcribed_processed_pseudogene
ZNF736P9Y	ENSG00000239893	Y	8068896	8070723	-	transcribed_processed_pseudogene
FAM197Y8	ENSG00000225560	Y	9354846	9356814	-	transcribed_processed_pseudogene
PRKY	ENSG00000099725	Y	7274313	7371868	+	transcribed_unitary_pseudogene
XKRYP7	ENSG00000290725	Y	18135449	18137029	+	lncRNA
BCORP1	ENSG00000215580	Y	19456585	19484884	-	transcribed_unprocessed_pseudogene
FAM197Y8	ENSG00000293362	Y	9347511	9355401	-	lncRNA
FAM197Y5	ENSG00000290330	Y	9458613	9464357	-	lncRNA
FAM197Y5	ENSG00000225516	Y	9464012	9466003	-	transcribed_unprocessed_pseudogene
TSPY1	ENSG00000258992	Y	9466955	9469749	+	protein_coding
FAM197Y4	ENSG00000290373	Y	9479053	9484654	-	lncRNA
FAM197Y4	ENSG00000274196	Y	9484321	9486313	-	transcribed_unprocessed_pseudogene
TSPY9	ENSG00000238074	Y	9487267	9490081	+	protein_coding
FAM197Y3	ENSG00000290607	Y	9497287	9505159	-	lncRNA
FAM197Y3	ENSG00000230066	Y	9504608	9506596	-	transcribed_unprocessed_pseudogene
FAM197Y2	ENSG00000234803	Y	9524935	9526926	-	transcribed_unprocessed_pseudogene
TSPY10	ENSG00000236424	Y	9527880	9530682	+	protein_coding
FAM197Y1	ENSG00000224336	Y	9544917	9547147	-	unprocessed_pseudogene
TSPY25P	ENSG00000234110	Y	9624183	9626352	+	unprocessed_pseudogene
TSPY16P	ENSG00000226223	Y	9640249	9640716	-	unprocessed_pseudogene
TTTY22	ENSG00000224075	Y	9784372	9833895	+	lncRNA
