Gene_Symbol	Gene_ID	Chr	Start	End	Strand	Biotype
ATP5PBP7	ENSG00000261424	16	75709056	75709815	-	processed_pseudogene
CPHXL	ENSG00000283755	16	75714131	75726490	-	protein_coding
RNA5SP403	ENSG00000200468	16	9564390	9564497	-	rRNA_pseudogene
RNA5SP404	ENSG00000252927	16	9600097	9600228	+	rRNA_pseudogene
IMPDH1P11	ENSG00000261647	16	10111382	10112885	+	processed_pseudogene
RN7SL493P	ENSG00000266439	16	10221775	10222073	-	misc_RNA
RNU6-633P	ENSG00000199482	16	10496272	10496374	+	snRNA
MIR3935	ENSG00000265281	16	56245520	56245623	+	miRNA
HBZ	ENSG00000130656	16	142728	154503	+	protein_coding
HBM	ENSG00000206177	16	153892	166764	+	protein_coding
HBZP1	ENSG00000206178	16	163122	165156	+	unprocessed_pseudogene
HBAP1	ENSG00000225323	16	168679	169334	+	unprocessed_pseudogene
Y_RNA	ENSG00000207243	16	178554	178656	+	misc_RNA
HBQ1	ENSG00000086506	16	180459	181179	+	protein_coding
RNU6-359P	ENSG00000202336	16	68017710	68017817	-	snRNA
DDX28	ENSG00000182810	16	68020916	68023232	-	protein_coding
NFATC3	ENSG00000072736	16	68084751	68229259	+	protein_coding
Y_RNA	ENSG00000201850	16	68089449	68089543	-	misc_RNA
RPS12P27	ENSG00000240435	16	68209442	68209778	+	processed_pseudogene
MIR6773	ENSG00000284259	16	68233426	68233499	-	miRNA
RNU6-1262P	ENSG00000252026	16	68284223	68284318	-	snRNA
RNU4-30P	ENSG00000222177	16	68329387	68329529	-	snRNA
Y_RNA	ENSG00000199263	16	68474553	68474664	-	misc_RNA
RPL35AP33	ENSG00000241334	16	68477237	68477570	-	processed_pseudogene
RNU4-36P	ENSG00000201164	16	68535515	68535658	+	snRNA
RNA5SP432	ENSG00000199350	16	84039918	84040033	-	rRNA_pseudogene
ITGAD	ENSG00000156886	16	31393335	31426505	+	protein_coding
VN1R64P	ENSG00000213547	16	31546805	31547737	+	unitary_pseudogene
VN1R65P	ENSG00000260883	16	31554105	31554912	+	unitary_pseudogene
KRBOX5P1	ENSG00000260010	16	31601593	31603531	-	processed_pseudogene
VN1R66P	ENSG00000237185	16	31648307	31649222	+	unprocessed_pseudogene
ALDOA	ENSG00000149925	16	30064164	30070457	+	protein_coding
LINC00254	ENSG00000281219	16	1878285	1884233	-	lncRNA
HS3ST6	ENSG00000162040	16	1911475	1918415	-	protein_coding
VAC14-AS1	ENSG00000214353	16	70755035	70773251	+	lncRNA
RNU6ATAC25P	ENSG00000221725	16	70852698	70852814	+	snRNA
TEKT5	ENSG00000153060	16	10627501	10694930	-	protein_coding
MTCYBP33	ENSG00000263241	16	10718633	10719762	-	unprocessed_pseudogene
MTND6P33	ENSG00000262107	16	10719833	10720015	+	unprocessed_pseudogene
MTND5P33	ENSG00000261904	16	10720015	10721464	-	unprocessed_pseudogene
MTND4P34	ENSG00000262322	16	10721698	10723068	-	unprocessed_pseudogene
MTND4LP24	ENSG00000262259	16	10723065	10723355	-	unprocessed_pseudogene
MTND3P13	ENSG00000263196	16	10723424	10723766	-	unprocessed_pseudogene
MTCO3P24	ENSG00000262158	16	10723836	10724617	-	unprocessed_pseudogene
MTATP6P24	ENSG00000262381	16	10724620	10725296	-	unprocessed_pseudogene
DEXI	ENSG00000182108	16	10928891	10942468	-	protein_coding
RN7SKP23	ENSG00000280039	16	23412380	23416680	+	TEC
SNORA75	ENSG00000212593	16	23441841	23441921	+	snoRNA
CCNYL7	ENSG00000261528	16	23500905	23501630	+	processed_pseudogene
EARS2	ENSG00000103356	16	23520754	23557731	-	protein_coding
SUB1P4	ENSG00000260247	16	23537061	23537556	+	processed_pseudogene
MIR3177	ENSG00000265820	16	1734985	1735066	+	miRNA
MIR6767	ENSG00000283180	16	2445392	2445457	+	miRNA
MIR6768	ENSG00000274805	16	2463967	2464038	+	miRNA
NTN3	ENSG00000162068	16	2471297	2474145	+	protein_coding
CEMP1	ENSG00000205923	16	2530035	2531417	-	protein_coding
MIR3178	ENSG00000266232	16	2531922	2532005	-	miRNA
MIR6506	ENSG00000284184	16	15611030	15611095	-	miRNA
MIR484	ENSG00000283736	16	15643294	15643372	+	miRNA
MIR662	ENSG00000207579	16	770183	770277	+	miRNA
SNORD68	ENSG00000200084	16	89561434	89561517	+	snoRNA
CTF1	ENSG00000150281	16	30896614	30903547	+	protein_coding
PDZD9	ENSG00000155714	16	21983865	22001116	-	protein_coding
NKD1	ENSG00000140807	16	50548396	50649249	+	protein_coding
MIR3181	ENSG00000264947	16	50742305	50742377	+	miRNA
RNA5SP426	ENSG00000199771	16	50869455	50869575	-	rRNA_pseudogene
HMGB3P32	ENSG00000260828	16	57603137	57603697	+	processed_pseudogene
MTCH2P3	ENSG00000260438	16	57713782	57714957	+	processed_pseudogene
MIR6772	ENSG00000274816	16	57772289	57772352	-	miRNA
RNU6-20P	ENSG00000206833	16	57830536	57830642	-	snRNA
RNU6-1153P	ENSG00000252569	16	53443228	53443332	-	snRNA
GAS8-AS1	ENSG00000221819	16	90028908	90029901	-	lncRNA
CICP25	ENSG00000277349	16	90174062	90175865	-	unprocessed_pseudogene
Metazoa_SRP	ENSG00000273829	16	50054143	50054430	+	misc_RNA
ACTG1P16	ENSG00000260298	16	50058150	50059231	-	transcribed_processed_pseudogene
RNY4P3	ENSG00000202124	16	50098264	50098358	+	misc_RNA
RPL10P14	ENSG00000260031	16	50151280	50151577	-	processed_pseudogene
SNORA70	ENSG00000252526	16	50151642	50151731	-	snoRNA
MIR138-2	ENSG00000207649	16	56858518	56858601	+	miRNA
MIR6863	ENSG00000283471	16	56904264	56904353	+	miRNA
RPS24P17	ENSG00000243988	16	56906534	56906956	+	processed_pseudogene
HERPUD1-IT1	ENSG00000261270	16	56940278	56941342	+	lncRNA
CFAP69P1	ENSG00000259922	16	57013071	57014100	-	processed_pseudogene
CPNE2-DT	ENSG00000260148	16	57091213	57092303	-	lncRNA
ARL2BP	ENSG00000102931	16	57245259	57253635	+	protein_coding
RPL23AP91	ENSG00000260965	16	57321352	57322117	+	processed_pseudogene
PHAF1	ENSG00000125149	16	67109941	67148544	+	protein_coding
MIR328	ENSG00000207948	16	67202321	67202395	-	miRNA
TMEM208	ENSG00000168701	16	67227103	67229278	+	protein_coding
KCTD19	ENSG00000168676	16	67289428	67326760	-	protein_coding
RN7SKP118	ENSG00000201201	16	67321658	67321987	-	misc_RNA
LRRC36	ENSG00000159708	16	67326798	67385204	+	protein_coding
RNU1-123P	ENSG00000239194	16	67390691	67390850	-	snRNA
RPL17P40	ENSG00000241067	16	16094192	16095209	-	processed_pseudogene
MIR3179-2	ENSG00000257381	16	16300159	16300242	+	miRNA
MIR3670-2	ENSG00000264722	16	16306370	16306434	+	miRNA
MIR3180-2	ENSG00000265373	16	16309879	16309966	+	miRNA
Y_RNA	ENSG00000206706	16	16314112	16314211	-	misc_RNA
MIR6511A2	ENSG00000278221	16	16324588	16324654	+	miRNA
MIR6770-2	ENSG00000277698	16	16329305	16329364	+	miRNA
MIR6511A3	ENSG00000276311	16	16368876	16368942	+	miRNA
COG8	ENSG00000213380	16	69320140	69339583	-	protein_coding
PDF	ENSG00000258429	16	69326913	69330588	-	protein_coding
MIR1538	ENSG00000223109	16	69565808	69565868	-	miRNA
LINC00304	ENSG00000180422	16	89159146	89164245	+	lncRNA
LNCPTCTS	ENSG00000259910	16	1159548	1160176	-	lncRNA
RPS20P2	ENSG00000219274	16	1329078	1329777	+	processed_pseudogene
RNU6-213P	ENSG00000206778	16	15877163	15877266	-	snRNA
RPL15P20	ENSG00000215003	16	15931697	15932294	-	processed_pseudogene
SNORA80C	ENSG00000199787	16	30419625	30419759	-	snoRNA
SEPHS2	ENSG00000179918	16	30443631	30445874	-	protein_coding
Y_RNA	ENSG00000202476	16	30453997	30454097	-	misc_RNA
Y_RNA	ENSG00000222701	16	30471587	30471703	+	misc_RNA
RNU7-61P	ENSG00000251706	16	30483135	30483195	-	snRNA
MIR4518	ENSG00000266305	16	30503919	30504001	+	miRNA
ZNF768	ENSG00000169957	16	30524004	30526821	-	protein_coding
RPL7L1P16	ENSG00000260494	16	30537202	30538231	-	unprocessed_pseudogene
FBRS	ENSG00000156860	16	30658431	30670810	+	protein_coding
RNU6-416P	ENSG00000252074	16	30675300	30675402	-	snRNA
RNU6-1043P	ENSG00000222287	16	30701337	30701435	-	snRNA
RN7SL645P	ENSG00000240863	16	58199568	58199836	-	misc_RNA
PRSS54	ENSG00000103023	16	58279997	58295047	-	protein_coding
DCTPP1	ENSG00000179958	16	30423615	30430030	-	protein_coding
PLA2G10FP	ENSG00000261181	16	16394912	16398594	-	unprocessed_pseudogene
C16orf78	ENSG00000166152	16	49373804	49399431	+	protein_coding
LINC02179	ENSG00000261623	16	49466106	49469875	+	lncRNA
ZNF423	ENSG00000102935	16	49487524	49857919	-	protein_coding
ADAM3B	ENSG00000260089	16	49517762	49518601	-	processed_pseudogene
MRPS21P7	ENSG00000260024	16	49708006	49708243	+	processed_pseudogene
MRPS21P8	ENSG00000259978	16	49764454	49764688	+	processed_pseudogene
RPL34P29	ENSG00000244551	16	49935028	49935352	+	processed_pseudogene
ADCY7	ENSG00000121281	16	50246137	50318135	+	protein_coding
MIR6771	ENSG00000274969	16	50292616	50292675	+	miRNA
TENT4B	ENSG00000121274	16	50152911	50235310	+	protein_coding
Y_RNA	ENSG00000275745	16	66550457	66550567	+	misc_RNA
CKLF	ENSG00000217555	16	66552563	66566251	+	protein_coding
CKLF-CMTM1	ENSG00000254788	16	66552587	66579135	+	protein_coding
CMTM2	ENSG00000140932	16	66579448	66588275	+	protein_coding
CMTM4	ENSG00000183723	16	66614750	66696743	-	protein_coding
BEAN1-AS1	ENSG00000261656	16	66469796	66481230	-	lncRNA
TK2	ENSG00000166548	16	66508003	66552544	-	protein_coding
SNORA3C	ENSG00000221719	16	2796408	2796532	-	snoRNA
EIF1P4	ENSG00000262154	16	2822659	2822993	-	processed_pseudogene
FBXL19	ENSG00000099364	16	30923055	30948783	+	protein_coding
CMTM1	ENSG00000089505	16	66566393	66579137	+	protein_coding
CDH3-AS1	ENSG00000260577	16	68644248	68646168	-	lncRNA
HSPE1P5	ENSG00000261395	16	68686399	68686670	+	transcribed_processed_pseudogene
RNA5SP429	ENSG00000200558	16	68742480	68742588	+	rRNA_pseudogene
FTLP14	ENSG00000260459	16	68822587	68823070	+	processed_pseudogene
Y_RNA	ENSG00000199979	16	68885576	68885677	-	misc_RNA
SNRPEP3	ENSG00000227624	16	20238972	20239247	-	processed_pseudogene
PDILT	ENSG00000169340	16	20359175	20404737	-	protein_coding
C16orf92	ENSG00000167194	16	30023198	30027736	+	protein_coding
RNU6-269P	ENSG00000212379	16	58378052	58378148	-	snRNA
RNU6-1110P	ENSG00000252271	16	58384442	58384542	-	snRNA
RNU6-103P	ENSG00000200556	16	58496908	58497014	+	snRNA
SNORA46	ENSG00000207493	16	58548499	58548633	-	snoRNA
SNORA50A	ENSG00000206952	16	58559796	58559929	-	snoRNA
SNORA50A	ENSG00000281910	16	58559796	58559931	-	snoRNA
RNU6-1155P	ENSG00000200424	16	58744251	58744357	-	snRNA
RN7SL143P	ENSG00000244003	16	58770524	58770820	+	misc_RNA
GEMIN8P2	ENSG00000260451	16	58776540	58777563	+	processed_pseudogene
RPL12P36	ENSG00000242423	16	58825891	58826368	+	processed_pseudogene
TUBB3	ENSG00000258947	16	89921392	89938761	+	protein_coding
CNGB1	ENSG00000070729	16	57882340	57971128	-	protein_coding
RPL7P46	ENSG00000229917	16	11027024	11027763	+	processed_pseudogene
LINC01290	ENSG00000260468	16	10514842	10528202	-	lncRNA
C16orf82	ENSG00000234186	16	27066927	27069166	+	protein_coding
ITPRIPL2	ENSG00000205730	16	19113932	19121629	+	protein_coding
PRDM7	ENSG00000126856	16	90056566	90092072	-	protein_coding
ACSM5P1	ENSG00000260762	16	20586550	20607107	-	unprocessed_pseudogene
RNU6-944P	ENSG00000200893	16	20784509	20784615	+	snRNA
RN7SL743P	ENSG00000243954	16	8683254	8683551	+	misc_RNA
RNU7-63P	ENSG00000238417	16	8705456	8705517	-	snRNA
RNU6-430P	ENSG00000252887	16	89443318	89443424	+	snRNA
CMPK1P2	ENSG00000270832	16	89458870	89459437	+	processed_pseudogene
RNU6-1061P	ENSG00000252339	16	71563430	71563528	-	snRNA
MARVELD3	ENSG00000140832	16	71626161	71642114	+	protein_coding
RNU6-208P	ENSG00000199301	16	71666091	71666197	+	snRNA
SNORA70D	ENSG00000263666	16	71698567	71698701	-	snoRNA
SNORD71	ENSG00000223224	16	71758402	71758487	-	snoRNA
PHB1P21	ENSG00000260326	16	52934813	52935635	+	processed_pseudogene
MTCH2P4	ENSG00000260939	16	53010395	53011286	-	processed_pseudogene
RNA5SP427	ENSG00000202193	16	53337453	53337571	+	rRNA_pseudogene
PPIAP50	ENSG00000261330	16	77892422	77892915	+	processed_pseudogene
CLEC3A	ENSG00000166509	16	78022515	78066761	+	protein_coding
KRT8P22	ENSG00000260731	16	78048483	78049897	-	processed_pseudogene
WWOX-AS1	ENSG00000260969	16	78234652	78241989	-	lncRNA
LSM3P5	ENSG00000260014	16	78355529	78355834	+	processed_pseudogene
WWOX-AS2	ENSG00000260733	16	78495926	78506568	-	lncRNA
RPS3P7	ENSG00000243101	16	78825281	78826006	+	processed_pseudogene
RNA5SP431	ENSG00000222244	16	79264454	79264573	+	rRNA_pseudogene
ERCC4	ENSG00000175595	16	13920138	13952348	+	protein_coding
RPS26P52	ENSG00000242307	16	13922332	13922679	-	processed_pseudogene
LINC02186	ENSG00000261856	16	14018880	14021077	-	lncRNA
TVP23CP2	ENSG00000262470	16	14200357	14200979	+	processed_pseudogene
MIR1273H	ENSG00000274466	16	24203116	24203231	+	miRNA
RNU7-24P	ENSG00000239081	16	24400056	24400117	-	snRNA
RPL21P119	ENSG00000220793	16	9156402	9156881	-	processed_pseudogene
RPL39P31	ENSG00000242176	16	71991151	71991305	-	processed_pseudogene
CIAO2B	ENSG00000166595	16	66932065	66934423	-	protein_coding
RN7SL543P	ENSG00000265918	16	67019519	67019817	+	misc_RNA
SPMIP8	ENSG00000159648	16	57976435	57988116	+	protein_coding
EME2	ENSG00000197774	16	1772810	1781708	+	protein_coding
SPATA33	ENSG00000167523	16	89657740	89671272	+	protein_coding
KCNG4	ENSG00000168418	16	84218657	84240012	-	protein_coding
PKD1L3	ENSG00000277481	16	71929538	72000402	-	protein_coding
RBM22P13	ENSG00000261284	16	31863633	31864876	+	processed_pseudogene
IGHV1OR16-1	ENSG00000261704	16	32034853	32035326	+	IG_V_pseudogene
IGHV1OR16-3	ENSG00000260048	16	32059084	32059372	+	IG_V_pseudogene
IGHV3OR16-9	ENSG00000270472	16	32066065	32066358	+	IG_V_gene
ABHD17AP8	ENSG00000260540	16	32199902	32202822	+	unprocessed_pseudogene
CHD9	ENSG00000177200	16	53054991	53329150	+	protein_coding
CHST5	ENSG00000135702	16	75528530	75536108	-	protein_coding
SLC22A31	ENSG00000259803	16	89195761	89201651	-	protein_coding
NPIPB8	ENSG00000255524	16	28637654	28658744	+	protein_coding
RN7SKP127	ENSG00000222375	16	29731051	29731404	-	misc_RNA
PAGR1	ENSG00000280789	16	29816152	29822489	+	protein_coding
MAPK8IP3	ENSG00000138834	16	1706166	1770351	+	protein_coding
COX6CP16	ENSG00000270313	16	85278820	85279035	-	processed_pseudogene
LINC00311	ENSG00000179219	16	85282958	85285963	+	lncRNA
MIR5093	ENSG00000266307	16	85306226	85306325	-	miRNA
LINC02890	ENSG00000260905	16	22612543	22613483	-	lncRNA
LMF1-AS1	ENSG00000260439	16	921033	934495	+	lncRNA
ABCC11	ENSG00000121270	16	48165773	48247568	-	protein_coding
MTSS2	ENSG00000132613	16	70661204	70686053	-	protein_coding
SOD1P2	ENSG00000261282	16	51107571	51108021	+	processed_pseudogene
SEPTIN1	ENSG00000180096	16	30378135	30395991	-	protein_coding
PPIAP49	ENSG00000260471	16	74220929	74221427	+	processed_pseudogene
RPL21P118	ENSG00000239763	16	74312609	74313390	-	processed_pseudogene
PCHILR	ENSG00000260884	16	74313337	74315634	+	lncRNA
RNU6-237P	ENSG00000251794	16	74456541	74456611	+	snRNA
Y_RNA	ENSG00000207525	16	74463888	74463988	-	misc_RNA
NPIPB15	ENSG00000196436	16	74376306	74392115	+	protein_coding
ABCC12	ENSG00000140798	16	48080882	48156018	-	protein_coding
U7	ENSG00000275504	16	68926894	68926957	-	snRNA
